WONumber,Category,BriefDesc,ItemCode,ItemDesc,Qty,UnitPrice,TotalAmt,CompleteDate,ExpenseType,Client,Vendor
480945,"Supplies","1028/3B/VAC/CABINETS               ","05-03950m       ","Wall Cab 30/15 w/ Measurements                         3015",1,209.25,209.25,"2024-01-30 12:01:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
480945,"Supplies","1028/3B/VAC/CABINETS               ","05-04000m       ","Wall Cab 30/18 w/ Measurements                         3018",1,225.45,225.45,"2024-01-30 12:01:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
481834,"Repairs","1084-5A-ENTRY SADDLE               ","10-03600        ","Saddle, Marble Entry 6 X 36",1,35.1,35.1,"2024-01-16 11:25:00","Payables","WILLIS AVENUE HOUSING  LP, 302 WILLIS AVENUE","ALLTYPE MAINTENANCE CORP."
482407,"Supplies","3524-3A-COUNTERTOPS                ","05-02500        ","Countertop (Custom)priced per order",1,928.05,928.05,"2024-01-02 09:00:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482473,"Supplies","3524-3A-SUPPLIES                   ","35-01400        ","Sink, Stainless Steel 25",1,66,66,"2024-01-10 09:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482473,"Supplies","3524-3A-SUPPLIES                   ","35-00600        ","Kitchen Deck Faucet 42-406",1,55,55,"2024-01-10 09:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482473,"Supplies","3524-3A-SUPPLIES                   ","35-00200        ","Duo Strainers",1,6.5,6.5,"2024-01-10 09:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482473,"Supplies","3524-3A-SUPPLIES                   ","35-01951        ","Tailpiece, 1 1/2 x 12 RB flange",1,5,5,"2024-01-10 09:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482473,"Supplies","3524-3A-SUPPLIES                   ","35-01550        ","Speedy Conn., flex 36",2,6.08,12.16,"2024-01-10 09:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482473,"Supplies","3524-3A-SUPPLIES                   ","35-01086        ","Pipe Elbow 90, 18",1,10.95,10.95,"2024-01-10 09:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482639,"Supplies","1082/1G/VAC/CABINETS               ","05-01500m       ","Countertop 36 w/ MEASUREMENTS",1,183,183,"2024-01-25 12:52:00","Payables","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","ALLTYPE MAINTENANCE CORP."
482639,"Supplies","1082/1G/VAC/CABINETS               ","05-03100m       ","Sink Base 48 w/ Measurement",1,491.4,491.4,"2024-01-25 12:52:00","Payables","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","ALLTYPE MAINTENANCE CORP."
482639,"Supplies","1082/1G/VAC/CABINETS               ","05-00700m       ","Base Cabinet 36 w/ Measurements                         B36",1,504.9,504.9,"2024-01-25 12:52:00","Payables","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","ALLTYPE MAINTENANCE CORP."
482639,"Supplies","1082/1G/VAC/CABINETS               ","05-02530        ","Toe Kick",1,59.4,59.4,"2024-01-25 12:52:00","Payables","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","ALLTYPE MAINTENANCE CORP."
482639,"Supplies","1082/1G/VAC/CABINETS               ","05-04600m       ","Wall Cab 48/30 w/ Measurements                         4830",1,440.1,440.1,"2024-01-25 12:52:00","Payables","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","ALLTYPE MAINTENANCE CORP."
482639,"Supplies","1082/1G/VAC/CABINETS               ","05-04400m       ","Wall Cab 36/30 w/ Measurements                         3630",1,359.1,359.1,"2024-01-25 12:52:00","Payables","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","ALLTYPE MAINTENANCE CORP."
482639,"Supplies","1082/1G/VAC/CABINETS               ","05-01650m       ","Countertop 48 w/ MEASUREMENTS",1,243,243,"2024-01-25 12:52:00","Payables","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","ALLTYPE MAINTENANCE CORP."
482755,"Supplies","1096/1A/VAC/CABINETS               ","05-01800m       ","Countertop 54 w/ MEASUREMENTS",1,274,274,"2024-01-25 12:47:00","Payables","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","ALLTYPE MAINTENANCE CORP."
482755,"Supplies","1096/1A/VAC/CABINETS               ","05-01650m       ","Countertop 48 w/ MEASUREMENTS",1,243,243,"2024-01-25 12:47:00","Payables","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","ALLTYPE MAINTENANCE CORP."
482755,"Supplies","1096/1A/VAC/CABINETS               ","05-02600m       ","Sink Base 30 w/ Measurement",1,368.55,368.55,"2024-01-25 12:47:00","Payables","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","ALLTYPE MAINTENANCE CORP."
482755,"Supplies","1096/1A/VAC/CABINETS               ","05-00400m       ","Base Cabinet 24 w/ Measurements                         B24",3,356.4,1069.2,"2024-01-25 12:47:00","Payables","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","ALLTYPE MAINTENANCE CORP."
482755,"Supplies","1096/1A/VAC/CABINETS               ","05-03700m       ","Wall Cab 24/30 w/ Measurements                         2430",3,257.85,773.55,"2024-01-25 12:47:00","Payables","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","ALLTYPE MAINTENANCE CORP."
482755,"Supplies","1096/1A/VAC/CABINETS               ","05-04100m       ","Wall Cab 30/30 w/ Measurements                         3030",1,322.65,322.65,"2024-01-25 12:47:00","Payables","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","ALLTYPE MAINTENANCE CORP."
482755,"Supplies","1096/1A/VAC/CABINETS               ","05-02530        ","Toe Kick",2,59.4,118.8,"2024-01-25 12:47:00","Payables","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","ALLTYPE MAINTENANCE CORP."
482765,"Supplies","1028/5J/VAC/CABINETS               ","05-01200m       ","Countertop 24 w/ MEASUREMENTS",1,122,122,"2024-01-30 12:07:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
482765,"Supplies","1028/5J/VAC/CABINETS               ","05-01650m       ","Countertop 48 w/ MEASUREMENTS",1,243,243,"2024-01-30 12:07:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
482765,"Supplies","1028/5J/VAC/CABINETS               ","05-03100m       ","Sink Base 48 w/ Measurement",1,491.4,491.4,"2024-01-30 12:07:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
482765,"Supplies","1028/5J/VAC/CABINETS               ","05-00400m       ","Base Cabinet 24 w/ Measurements                         B24",1,356.4,356.4,"2024-01-30 12:07:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
482765,"Supplies","1028/5J/VAC/CABINETS               ","05-02530        ","Toe Kick",1,59.4,59.4,"2024-01-30 12:07:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
482765,"Supplies","1028/5J/VAC/CABINETS               ","05-03700m       ","Wall Cab 24/30 w/ Measurements                         2430",1,257.85,257.85,"2024-01-30 12:07:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
482765,"Supplies","1028/5J/VAC/CABINETS               ","05-04100m       ","Wall Cab 30/30 w/ Measurements                         3030",1,322.65,322.65,"2024-01-30 12:07:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
482780,"Supplies","3520/6H/VAC/CABINETS               ","05-03950m       ","Wall Cab 30/15 w/ Measurements                         3015",1,209.25,209.25,"2024-01-25 12:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 223-227 CYPRESS AVENUE AKA 649 EAST 137 STREET","ALLTYPE MAINTENANCE CORP."
482780,"Supplies","3520/6H/VAC/CABINETS               ","05-04100m       ","Wall Cab 30/30 w/ Measurements                         3030",1,322.65,322.65,"2024-01-25 12:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 223-227 CYPRESS AVENUE AKA 649 EAST 137 STREET","ALLTYPE MAINTENANCE CORP."
482780,"Supplies","3520/6H/VAC/CABINETS               ","05-04500m       ","Wall Cab 42/30 w/ Measurements                         4230",1,406.35,406.35,"2024-01-25 12:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 223-227 CYPRESS AVENUE AKA 649 EAST 137 STREET","ALLTYPE MAINTENANCE CORP."
482898,"APH-Boiler","1059-BOILER CLEANING/OVERHAUL      ","35-00310        ","Roll 2"" Flat Gasket",0.5,120,60,"2024-02-02 18:14:00","Payables","PONT ELEVE ASSOCIATES LP, 150-160 WEST 168TH STREET","ALLTYPE MAINTENANCE CORP."
482898,"APH-Boiler","1059-BOILER CLEANING/OVERHAUL      ","35-00290        ","Spray Cans",4,18,72,"2024-02-02 18:14:00","Payables","PONT ELEVE ASSOCIATES LP, 150-160 WEST 168TH STREET","ALLTYPE MAINTENANCE CORP."
482899,"APH-Boiler","3502-BOILER CLEANING/OVERHAUL      ","75-10107        ","Grease Cut",1,32,32,"2024-02-02 17:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1034 AVENUE ST.JOHN","ALLTYPE MAINTENANCE CORP."
482899,"APH-Boiler","3502-BOILER CLEANING/OVERHAUL      ","35-00310        ","Roll 2"" Flat Gasket",0.25,120,30,"2024-02-02 17:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1034 AVENUE ST.JOHN","ALLTYPE MAINTENANCE CORP."
482899,"APH-Boiler","3502-BOILER CLEANING/OVERHAUL      ","35-00254        ","High Strength Adhesive Spray",1,18,18,"2024-02-02 17:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1034 AVENUE ST.JOHN","ALLTYPE MAINTENANCE CORP."
482899,"APH-Boiler","3502-BOILER CLEANING/OVERHAUL      ","35-00255        ","Oil Filter Bags",1,10.8,10.8,"2024-02-02 17:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1034 AVENUE ST.JOHN","ALLTYPE MAINTENANCE CORP."
482899,"APH-Boiler","3502-BOILER CLEANING/OVERHAUL      ","30-00250        ","High Heat Spray Spray Paint",1,18,18,"2024-02-02 17:44:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1034 AVENUE ST.JOHN","ALLTYPE MAINTENANCE CORP."
482900,"APH-Boiler","3503-BOILER CLEANING/OVERHAUL      ","75-10107        ","Grease Cut",1,36,36,"2024-01-02 17:53:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1044 AVENUE ST. JOHN","ALLTYPE MAINTENANCE CORP."
482900,"APH-Boiler","3503-BOILER CLEANING/OVERHAUL      ","35-00254        ","High Strength Adhesive Spray",1,18,18,"2024-01-02 17:53:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1044 AVENUE ST. JOHN","ALLTYPE MAINTENANCE CORP."
482900,"APH-Boiler","3503-BOILER CLEANING/OVERHAUL      ","75-10116        ","General Gasket Kit",2,15,30,"2024-01-02 17:53:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1044 AVENUE ST. JOHN","ALLTYPE MAINTENANCE CORP."
482900,"APH-Boiler","3503-BOILER CLEANING/OVERHAUL      ","35-00310        ","Roll 2"" Flat Gasket",0.25,120,30,"2024-01-02 17:53:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1044 AVENUE ST. JOHN","ALLTYPE MAINTENANCE CORP."
482900,"APH-Boiler","3503-BOILER CLEANING/OVERHAUL      ","35-00255        ","Oil Filter Bags",3,10.8,32.4,"2024-01-02 17:53:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1044 AVENUE ST. JOHN","ALLTYPE MAINTENANCE CORP."
482900,"APH-Boiler","3503-BOILER CLEANING/OVERHAUL      ","35-00290        ","Spray Cans",4,18,72,"2024-01-02 17:53:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1044 AVENUE ST. JOHN","ALLTYPE MAINTENANCE CORP."
482901,"APH-Boiler","3519-BOILER CLEANING/OVERHAUL      ","35-00310        ","Roll 2"" Flat Gasket",1,120,120,"2024-02-16 11:50:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 235 CYPRESS AVENUE","ALLTYPE MAINTENANCE CORP."
482901,"APH-Boiler","3519-BOILER CLEANING/OVERHAUL      ","35-00290        ","Spray Cans",1,18,18,"2024-02-16 11:50:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 235 CYPRESS AVENUE","ALLTYPE MAINTENANCE CORP."
482901,"APH-Boiler","3519-BOILER CLEANING/OVERHAUL      ","35-00254        ","High Strength Adhesive Spray",1,18,18,"2024-02-16 11:50:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 235 CYPRESS AVENUE","ALLTYPE MAINTENANCE CORP."
482901,"APH-Boiler","3519-BOILER CLEANING/OVERHAUL      ","35-00257        ","32oz Degreaser Spray Nine",1,32,32,"2024-02-16 11:50:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 235 CYPRESS AVENUE","ALLTYPE MAINTENANCE CORP."
482902,"APH-Boiler","3520-BOILER CLEANING/OVERHAUL      ","75-10107        ","Grease Cut",1,32,32,"2024-02-16 10:21:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 223-227 CYPRESS AVENUE AKA 649 EAST 137 STREET","ALLTYPE MAINTENANCE CORP."
482902,"APH-Boiler","3520-BOILER CLEANING/OVERHAUL      ","35-00290        ","Spray Cans",4,18,72,"2024-02-16 10:21:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 223-227 CYPRESS AVENUE AKA 649 EAST 137 STREET","ALLTYPE MAINTENANCE CORP."
482903,"APH-Boiler","3522-BOILER CLEANING/OVERHAUL      ","35-00257        ","32oz Degreaser Spray Nine",1,18,18,"2024-01-18 18:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 353 CYPRESS AVENUE","ALLTYPE MAINTENANCE CORP."
482903,"APH-Boiler","3522-BOILER CLEANING/OVERHAUL      ","30-00250        ","High Heat Spray Spray Paint",4,18,72,"2024-01-18 18:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 353 CYPRESS AVENUE","ALLTYPE MAINTENANCE CORP."
482904,"APH-Boiler","3524-BOILER CLEANING/OVERHAUL      ","75-10107        ","Grease Cut",1,36,36,"2024-02-03 17:40:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482904,"APH-Boiler","3524-BOILER CLEANING/OVERHAUL      ","35-00254        ","High Strength Adhesive Spray",1,18,18,"2024-02-03 17:40:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482904,"APH-Boiler","3524-BOILER CLEANING/OVERHAUL      ","35-00310        ","Roll 2"" Flat Gasket",0.25,120,30,"2024-02-03 17:40:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482904,"APH-Boiler","3524-BOILER CLEANING/OVERHAUL      ","35-00290        ","Spray Cans",4,18,72,"2024-02-03 17:40:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","ALLTYPE MAINTENANCE CORP."
482905,"APH-Boiler","3525-BOILER CLEANING/OVERHAUL      ","75-10107        ","Grease Cut",1,32,32,"2024-01-18 13:18:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 941 LEGGETT AVENUE","ALLTYPE MAINTENANCE CORP."
482905,"APH-Boiler","3525-BOILER CLEANING/OVERHAUL      ","35-00254        ","High Strength Adhesive Spray",1,18,18,"2024-01-18 13:18:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 941 LEGGETT AVENUE","ALLTYPE MAINTENANCE CORP."
482905,"APH-Boiler","3525-BOILER CLEANING/OVERHAUL      ","35-00310        ","Roll 2"" Flat Gasket",0.5,120,60,"2024-01-18 13:18:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 941 LEGGETT AVENUE","ALLTYPE MAINTENANCE CORP."
482905,"APH-Boiler","3525-BOILER CLEANING/OVERHAUL      ","35-00290        ","Spray Cans",5,18,90,"2024-01-18 13:18:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 941 LEGGETT AVENUE","ALLTYPE MAINTENANCE CORP."
483042,"Supplies","3656/5A/VAC/CABINETS               ","05-01900m       ","Countertop 60 w/ MEASUREMENTS",1,305,305,"2024-01-25 12:38:00","Payables","HOEWOOD POINT DEVELOPMENT LLC, 1023 LONGWOOD AVENUE","ALLTYPE MAINTENANCE CORP."
483042,"Supplies","3656/5A/VAC/CABINETS               ","05-00950m       ","Countertop 9 w/ MEASUREMENTS",1,60.75,60.75,"2024-01-25 12:38:00","Payables","HOEWOOD POINT DEVELOPMENT LLC, 1023 LONGWOOD AVENUE","ALLTYPE MAINTENANCE CORP."
483076,"Supplies","3526/4F/VAC/CABINETS               ","05-01900m       ","Countertop 60 w/ MEASUREMENTS",1,305,305,"2024-01-25 12:34:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 990 LEGGETT AVENUE","ALLTYPE MAINTENANCE CORP."
483076,"Supplies","3526/4F/VAC/CABINETS               ","05-02600m       ","Sink Base 30 w/ Measurement",1,368.55,368.55,"2024-01-25 12:34:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 990 LEGGETT AVENUE","ALLTYPE MAINTENANCE CORP."
483076,"Supplies","3526/4F/VAC/CABINETS               ","05-00500m       ","Base Cabinet 30 w/ Measurements                         B30",1,457.65,457.65,"2024-01-25 12:34:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 990 LEGGETT AVENUE","ALLTYPE MAINTENANCE CORP."
