PONumber,WONumber,Vendor,QtyOrdered,ExpenseType,UnitPrice,TotalCost,OrderDate,ReceivedDate,ItemCode,ItemDesc,Client
49361   ,,"Costello's Ace Hard Ware",10,"Maintenance-Inventory",125,1250,"2024-01-17 00:00:00","2024-01-19 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY",", "
49362   ,,"HOME DEPOT CREDIT SERVICES",20,"CoOp-Inventory",15.83,316.6,"2024-01-17 00:00:00","2024-01-17 00:00:00","10-03400        ","Saddle, Marble Entry 4'' X 36''",", "
49362   ,,"HOME DEPOT CREDIT SERVICES",15,"CoOp-Inventory",17.08,256.2,"2024-01-17 00:00:00","2024-01-17 00:00:00","50-00200        ","Grout, Floor (25lb Bags)",", "
49362   ,,"HOME DEPOT CREDIT SERVICES",15,"CoOp-Inventory",16.18,242.7,"2024-01-17 00:00:00","2024-01-17 00:00:00","50-00300        ","Grout, Wall  (10 lb Bags)",", "
49362   ,,"HOME DEPOT CREDIT SERVICES",-20,"CoOp-Inventory",15.83,-316.6,"2024-01-17 00:00:00","2024-01-17 00:00:00","10-03400        ","Saddle, Marble Entry 4'' X 36''",", "
49373   ,,"Durst Corp",36,"Plumbing-Inventory",38.38,1381.68,"2024-01-18 00:00:00","2024-01-23 00:00:00","36-00350        ","DELTA 100 DECK FAUCET       

DELDELlOO",", "
49373   ,,"Durst Corp",12,"Plumbing-Inventory",42.24,506.88,"2024-01-18 00:00:00","2024-01-23 00:00:00","36-00500        ","DELTA 520 MPU LAV FAUCET       

DEL520MPU",", "
49373   ,,"Durst Corp",75,"Plumbing-Inventory",3.69,276.75,"2024-01-18 00:00:00","2024-01-23 00:00:00","35-01951        ","Tailpiece, 1 1/2 x 12 RB flange",", "
49373   ,,"Durst Corp",25,"Plumbing-Inventory",5.35,133.75,"2024-01-18 00:00:00","2024-01-23 00:00:00","36-00650        ","11/4X12CP SLIP ELL       

TUCSLC12120",", "
49373   ,,"Durst Corp",25,"Plumbing-Inventory",5.35,133.75,"2024-01-18 00:00:00","2024-01-23 00:00:00","36-00300        ","11/2 X 12 DOUBLE OFFSET 17 GUAGE    

TUBTUB112D017",", "
49373   ,,"Durst Corp",50,"Plumbing-Inventory",3.06,153,"2024-01-18 00:00:00","2024-01-23 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange",", "
49373   ,,"Durst Corp",75,"Plumbing-Inventory",4.97,372.75,"2024-01-18 00:00:00","2024-01-23 00:00:00","36-00150        ","11/2X12 WASTE BEND 17 GUAGE       TUBWBR1217",", "
49373   ,,"Durst Corp",75,"Plumbing-Inventory",6.9,517.5,"2024-01-18 00:00:00","2024-01-23 00:00:00","36-00200        ","11/2 X24 WASTE BEND 17 GUAGE       TUB1122417",", "
49373   ,,"Durst Corp",50,"Plumbing-Inventory",16.74,837,"2024-01-18 00:00:00","2024-01-23 00:00:00","35-01101        ","P TRAP KITCHEN",", "
49373   ,,"Durst Corp",100,"Plumbing-Inventory",3.04,304,"2024-01-18 00:00:00","2024-01-23 00:00:00","35-01700        ","Spindle, Gerber Basin Cold",", "
49373   ,,"Durst Corp",50,"Plumbing-Inventory",7.95,397.5,"2024-01-18 00:00:00","2024-01-23 00:00:00","35-01375        ","Shower Head ( water saving) plastic",", "
49394   ,,"G-Rock Handcovers, Inc",55,"CoOp-Inventory",24.25,1333.75,"2024-01-18 00:00:00","2024-01-18 00:00:00","40-04175        ","Calcium Chloride Pellets 50lbs",", "
49408   ,,"RITZ PAINT",5,"Maintenance-Inventory",30,150,"2024-01-22 00:00:00","2024-01-22 00:00:00","30-00220        ","Paint, Navajo White 5 Gal",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",55,440,"2024-01-22 00:00:00","2024-01-22 00:00:00","10-00450        ","SLAB DOOR - 24X80",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",5,"Maintenance-Inventory",129,645,"2024-01-22 00:00:00","2024-01-24 00:00:00","10-00400        ","Pre hung door, 24x80",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",5,"Maintenance-Inventory",140,700,"2024-01-22 00:00:00","2024-01-24 00:00:00","10-00600        ","Pre hung door, 30 x80",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",165,"Maintenance-Inventory",0.32,52.8,"2024-01-22 00:00:00","2024-01-24 00:00:00","50-04200        ","12 X 12 WHITE FLOOR TILES/SQ FT   11sqft/box",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",50,"Maintenance-Inventory",1.81,90.5,"2024-01-22 00:00:00","2024-01-24 00:00:00","10-03850        ","SHEETROCK SCREWS 1 5/8'' FINE/ LB",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",1,"Maintenance-Inventory",1.81,1.81,"2024-01-22 00:00:00","2024-01-24 00:00:00","10-03900        ","Screws, Sheetrock 8 x 2-1/2 COARSE",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",25,"Maintenance-Inventory",1.81,45.25,"2024-01-22 00:00:00","2024-01-24 00:00:00","10-03950        ","SHEETROCK SCREWS 2 1/2'' FINE/LB",", "
49415   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",110,330,"2024-01-22 00:00:00","2024-01-24 00:00:00","10-00650        ","SLAB DOOR - 30X80",", "
49419   ,,"CROWN JANITORIAL",24,"Maintenance-Inventory",8.92,214.08,"2024-01-23 00:00:00","2024-01-23 00:00:00","40-04400        ","Cleaner, Window",", "
49419   ,,"CROWN JANITORIAL",200,"Maintenance-Inventory",27.78,5556,"2024-01-23 00:00:00","2024-01-23 00:00:00","40-00600        ","Bags, Garbage 23x17x46 Regular",", "
49419   ,,"CROWN JANITORIAL",24,"Maintenance-Inventory",6.08,145.92,"2024-01-23 00:00:00","2024-01-23 00:00:00","40-04500        ","Deterg Cleaner Degreaser",", "
49419   ,,"CROWN JANITORIAL",12,"Maintenance-Inventory",8,96,"2024-01-23 00:00:00","2024-01-23 00:00:00","40-04000        ","Broom, Angle",", "
49419   ,,"CROWN JANITORIAL",168,"Maintenance-Inventory",4.41,740.88,"2024-01-23 00:00:00","2024-01-23 00:00:00","40-03850        ","Bleach, 1 gallon",", "
49419   ,,"CROWN JANITORIAL",24,"Maintenance-Inventory",10.99,263.76,"2024-01-23 00:00:00","2024-01-23 00:00:00","40-04555        ","Deodorant, Xtreme Mint (Pest Control) 1 QT",", "
49419   ,,"CROWN JANITORIAL",6,"Maintenance-Inventory",118.82,712.92,"2024-01-23 00:00:00","2024-01-23 00:00:00","40-08400        ","Wringer, 35 QT pail",", "
49456   ,,"RITZ PAINT",12,"Maintenance-Inventory",6.95,83.4,"2024-01-26 00:00:00","2024-01-26 00:00:00","35-01500        ","Speedy Conn., flex 20",", "
49465   ,,"Ranger Supply Co.",11,"Plumbing-Inventory",0.1,1.1,"2024-01-29 00:00:00",,"36-00800        ","#401.3 FLUSHOMETER W V/B       


REXREX401",", "
49465   ,,"Ranger Supply Co.",11,"Plumbing-Inventory",0.4,4.4,"2024-01-29 00:00:00",,"36-01100        ","#526 FLUSHOMETER W/VB 3.5


REXREX526",", "
49466   ,,"Ranger Supply Co.",100,"Maintenance-Inventory",6.08,608,"2024-01-29 00:00:00","2024-02-08 00:00:00","35-01550        ","Speedy Conn., flex 36",", "
49469   ,485947  ,"RITZ PAINT",5,"Maintenance-Inventory",39.95,199.75,"2024-01-30 00:00:00","2024-01-30 00:00:00","30-00850        ","PRIMER- ULTRA SPEC UNDERCOAT 5 GAL","EAST CLARKE PLACE ASSOCIATES II LLC, 15 EAST CLARKE PLACE"
49470   ,485980  ,"RITZ PAINT",5,"CoOp-Inventory",39.95,199.75,"2024-01-30 00:00:00","2024-01-30 00:00:00","30-00850        ","PRIMER- ULTRA SPEC UNDERCOAT 5 GAL","SOUNDVIEW FAMILY HOUSING LLC, 401 BRONX RIVER AVE"
49475   ,,"HOME DEPOT CREDIT SERVICES",1,"Maintenance-Inventory",227.5,227.5,"2024-01-30 00:00:00",,"50-00650        ","Thinset (50lb Bags)",", "
49475   ,,"HOME DEPOT CREDIT SERVICES",50,"Maintenance-Inventory",1.69,84.5,"2024-01-30 00:00:00",,"10-03850        ","SHEETROCK SCREWS 1 5/8'' FINE/ LB",", "
49475   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",37.98,379.8,"2024-01-30 00:00:00",,"30-01900        ","Primer, KILZ Mold & Mildew",", "
49475   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",22.75,227.5,"2024-01-30 00:00:00",,"50-00660        ","THINSET- KWIKSET rapid set 25 LB BAG",", "
49475   ,,"HOME DEPOT CREDIT SERVICES",40,"Maintenance-Inventory",11.23,449.2,"2024-01-30 00:00:00",,"20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",", "
49475   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",23.98,239.8,"2024-01-30 00:00:00",,"30-00800        ","Paint, Primer all-in-all  1 gallon",", "
49475   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",11.68,116.8,"2024-01-30 00:00:00",,"50-00650        ","Thinset (50lb Bags)",", "
49496   ,,"Century Maintenance",20,"Maintenance-Inventory",62.99,1259.8,"2024-02-01 00:00:00",,"10-02700        ","Plywood 3/4",", "
49496   ,,"Century Maintenance",20,"Maintenance-Inventory",24.99,499.8,"2024-02-01 00:00:00",,"10-04100        ","Sheetrock,Green 1/2''",", "
49496   ,,"Century Maintenance",20,"Maintenance-Inventory",7.65,153,"2024-02-01 00:00:00",,"10-04500        ","Stud, Wood 2x4x10",", "
49496   ,,"Century Maintenance",200,"Maintenance-Inventory",16.24,3248,"2024-02-01 00:00:00",,"10-02100        ","Molding,5 1/4 clamshell (per 8 ft)",", "
49496   ,,"Century Maintenance",200,"Maintenance-Inventory",11.52,2304,"2024-02-01 00:00:00",,"10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)",", "
49496   ,,"Century Maintenance",20,"Maintenance-Inventory",9.83,196.6,"2024-02-01 00:00:00",,"10-04400        ","Studs, Wood 1x3x10",", "
49496   ,,"Century Maintenance",10,"Maintenance-Inventory",17.99,179.9,"2024-02-01 00:00:00",,"10-04700        ","Stud,Wood 1 x 12 x 8",", "
49497   ,,"F&F HARDWARE AND SUPPLY. INC.",60,"CoOp-Inventory",44.5,2670,"2024-02-01 00:00:00",,"40-04230        ","Alarm, 10yr Smoke alarms non removable batteries",", "
49497   ,,"F&F HARDWARE AND SUPPLY. INC.",25,"CoOp-Inventory",37.5,937.5,"2024-02-01 00:00:00",,"40-05650        ","Medicine Cabinet",", "
49497   ,,"F&F HARDWARE AND SUPPLY. INC.",50,"CoOp-Inventory",26.5,1325,"2024-02-01 00:00:00",,"40-05000        ","Guard, Window Med 22-38 5 bar",", "
49497   ,,"F&F HARDWARE AND SUPPLY. INC.",24,"CoOp-Inventory",102.6,2462.4,"2024-02-01 00:00:00",,"10-01600        ","Lock, Entry Mortist R.H.(91A-3RH)",", "
49497   ,,"F&F HARDWARE AND SUPPLY. INC.",24,"CoOp-Inventory",102.6,2462.4,"2024-02-01 00:00:00",,"10-01500        ","Lock, Entry set mortise L.H.( 91A-3LH)",", "
49499   ,,"CROWN JANITORIAL",10,"CoOp-Inventory",8,80,"2024-02-01 00:00:00","2024-02-01 00:00:00","40-04000        ","Broom, Angle",", "
49499   ,,"CROWN JANITORIAL",90,"CoOp-Inventory",1.36,122.4,"2024-02-01 00:00:00","2024-02-01 00:00:00","40-06125        ","Paper Towels 1 Roll",", "
49499   ,,"CROWN JANITORIAL",20,"CoOp-Inventory",32.52,650.4,"2024-02-01 00:00:00","2024-02-01 00:00:00","40-04551        ","Deodorant, lavender (5 gallon containers)",", "
49499   ,,"CROWN JANITORIAL",20,"CoOp-Inventory",32.52,650.4,"2024-02-01 00:00:00","2024-02-01 00:00:00","40-04552        ","Deodorant, rain forest (5 gallon containers)",", "
49499   ,,"CROWN JANITORIAL",700,"CoOp-Inventory",2.63,1841,"2024-02-01 00:00:00","2024-02-01 00:00:00","40-00350        ","Bags, Recycle Blue 55 gallon",", "
49499   ,,"CROWN JANITORIAL",10,"CoOp-Inventory",24.52,245.2,"2024-02-01 00:00:00","2024-02-01 00:00:00","40-05560        ","Lobby Dust Pan ( black )",", "
49499   ,,"CROWN JANITORIAL",20,"CoOp-Inventory",3,60,"2024-02-01 00:00:00","2024-02-01 00:00:00","40-06350        ","Spray Bottle and Trigger",", "
49520   ,486111  ,"Century Maintenance",1,"Maintenance-Inventory",201.25,201.25,"2024-02-05 00:00:00",,"40-06165        ","Salt Spreader","BETANCES VI PARTNERS, LLC, 405 E. 146th Street"
49537   ,,"HOME DEPOT CREDIT SERVICES",54,"Plumbing-Inventory",6.44,347.76,"2024-02-06 00:00:00",,"10-01300        ","Lock, Privacy",", "
49537   ,,"HOME DEPOT CREDIT SERVICES",72,"Plumbing-Inventory",11.71,843.12,"2024-02-06 00:00:00",,"20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",", "
49537   ,,"HOME DEPOT CREDIT SERVICES",50,"Plumbing-Inventory",1.5,75,"2024-02-06 00:00:00",,"40-06950        ","Tape Electrical",", "
49537   ,,"HOME DEPOT CREDIT SERVICES",50,"Plumbing-Inventory",0.49,24.5,"2024-02-06 00:00:00",,"40-07100        ","Tape, Teflon",", "
49538   ,,"HOME DEPOT CREDIT SERVICES",36,"Maintenance-Inventory",7.07,254.52,"2024-02-06 00:00:00",,"10-01800        ","Lock, Passage",", "
49538   ,,"HOME DEPOT CREDIT SERVICES",36,"Maintenance-Inventory",6.75,243,"2024-02-06 00:00:00",,"10-01300        ","Lock, Privacy",", "
49538   ,,"HOME DEPOT CREDIT SERVICES",25,"Maintenance-Inventory",59,1475,"2024-02-06 00:00:00",,"35-00060        ","DELTA SINGLE LEVER KITCHEN FAUCET #100-DST",", "
49539   ,,"Century Maintenance",25,"Maintenance-Inventory",110,2750,"2024-02-06 00:00:00",,"35-00050        ","DELTA SINGLE LEVER BATH FAUCET includes speedy connect #520 MPU-DST",", "
49552   ,,"HF Design",100,"Maintenance-Inventory",45.93,4593,"2024-02-07 00:00:00",,"50-02650        ","LVT - Lancaster Oak
7""x48""   23.64 sqft per box",", "
49584   ,,"Century Maintenance",10,"Maintenance-Inventory",174.5,1745,"2024-02-12 00:00:00",,"10-00600        ","Pre hung door, 30 x80",", "
49584   ,,"Century Maintenance",3,"Maintenance-Inventory",230.84,692.52,"2024-02-12 00:00:00",,"10-00900        ","Pre hung Door 36x80",", "
49584   ,,"Century Maintenance",5,"Maintenance-Inventory",120,600,"2024-02-12 00:00:00",,"10-00850        ","SLAB DOOR - 34X80",", "
49584   ,,"Century Maintenance",5,"Maintenance-Inventory",80,400,"2024-02-12 00:00:00",,"10-00450        ","SLAB DOOR - 24X80",", "
49584   ,,"Century Maintenance",3,"Maintenance-Inventory",174.5,523.5,"2024-02-12 00:00:00",,"10-00400        ","Pre hung door, 24x80",", "
49594   ,,"HOME DEPOT CREDIT SERVICES",40,"Maintenance-Inventory",12.49,499.6,"2024-02-14 00:00:00",,"20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",", "
49603   ,,"RITZ PAINT",20,"Maintenance-Inventory",120,2400,"2024-02-15 00:00:00",,"30-00400        ","Paint, #160 5 gallon (white)",", "
49603   ,,"RITZ PAINT",10,"Maintenance-Inventory",48,480,"2024-02-15 00:00:00",,"30-00300        ","Paint,#160 2 gallon (white)",", "
49603   ,,"RITZ PAINT",15,"Maintenance-Inventory",120,1800,"2024-02-15 00:00:00",,"30-00600        ","Paint, BEIGE 5 gallon",", "
49603   ,,"RITZ PAINT",10,"Maintenance-Inventory",48,480,"2024-02-15 00:00:00",,"30-00500        ","Paint, BEIGE 2 gallon",", "
49605   ,,"Direct Cabinet Sales",30,"Maintenance-Inventory",38,1140,"2024-02-15 00:00:00",,"35-01400        ","Sink, Stainless Steel 25",", "
49611   ,,"HOME DEPOT CREDIT SERVICES",15,"Maintenance-Inventory",30.38,455.7,"2024-02-16 00:00:00",,"30-01900        ","Primer, KILZ Mold & Mildew",", "
49614   ,483303  ,"HOME DEPOT CREDIT SERVICES",40,"Maintenance-Inventory",87.1,3484,"2024-02-16 00:00:00",,"10-02675        ","","BX-9E PARTNERS LP, 30 EAST CLARKE PLACE"
49614   ,483303  ,"HOME DEPOT CREDIT SERVICES",-40,"Maintenance-Inventory",87.1,-3484,"2024-02-16 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK","BX-9E PARTNERS LP, 30 EAST CLARKE PLACE"
49614   ,483303  ,"HOME DEPOT CREDIT SERVICES",40,"Maintenance-Inventory",87.1,3484,"2024-02-16 00:00:00",,"10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK","BX-9E PARTNERS LP, 30 EAST CLARKE PLACE"
