WONumber,JObStatus,Category,CompleteDate,CallDate,SchedDate,BatchID,BriefDesc,ExpenseType,yardiCreateDate,yardiUpdatedDate
436016,"Work Completed","Repairs","07/27/2022 14:25:00","2021-11-30 06:54:56","04/27/2022 14:25:00",1600029092,"1028/2E/VAC/REPAIRS                ","Payables","2021-11-30 00:00:00","2023-08-02 09:20:27"
438515,"Work Completed","Repairs",,"2022-01-10 13:00:29","01/10/2022 13:00:00",1600029211,"1006-2D LIVING ROOM FLOOR PROPOSAL ","Payables","2022-01-10 00:00:00","2023-08-22 11:43:30"
439476,"Work Completed","Repairs","06/23/2022 11:22:00","2022-01-25 06:19:43","04/27/2023 14:28:00",1600030411,"1087/4D/VAC/REPAIRS                ","Payables","2022-01-25 00:00:00","2023-11-08 11:24:21"
439535,"Scheduled","Repairs",,"2022-01-25 13:17:27","09/06/2023 10:09:00",0,"1868-3D-3 YEAR PAINT JOB           ","Payables","2022-01-25 00:00:00","2023-09-06 10:33:45"
440889,"Work Completed","Repairs","06/02/2023 09:42:00","2022-02-11 08:47:23","04/03/2023 14:57:00",1600028893,"1022/4G/VAC/REPAIRS                ","Payables","2022-02-11 00:00:00","2023-06-27 09:43:46"
446124,"Work Completed","Repairs","07/09/2023 09:14:00","2022-05-03 06:38:42","07/09/2023 07:51:00",1600030686,"1028/1J/VAC/REPAIRS                ","Payables","2022-05-03 00:00:00","2023-12-14 09:16:25"
446243,"Canceled","",,"2022-05-04 09:30:18",,0,"7000-BLDG-SIGN FIRE SAFETY         ","Payables","2022-05-04 00:00:00","2023-06-02 10:07:09"
446282,"Canceled","Supplies",,"2022-05-04 12:05:22",,0,"1712-BLDG-SIGN FIRE SAFETY         ","Payables","2022-05-04 00:00:00","2023-08-30 15:29:45"
446567,"Canceled","Repairs",,"2022-05-09 11:47:46",,0,"1081-2D-3 YEAR PAINT JOB           ","Payables","2022-05-09 00:00:00","2023-08-23 11:23:09"
451224,"Work Completed","Repairs","11/14/2023 09:20:00","2022-07-25 15:57:33","10/31/2023 09:41:00",1600030654,"1011 - 1H - Viol - 3 yr paint      ","Payables","2022-07-25 00:00:00","2023-12-01 15:16:12"
453510,"Work Completed","Repairs","08/16/2023 10:33:00","2022-08-31 13:13:01","08/16/2023 10:41:00",1600029211,"1082-3H-3 YYEAR PAINT JOB          ","Payables","2022-08-31 00:00:00","2023-08-29 10:35:28"
454340,"Canceled","Oil",,"2022-09-16 08:36:02","09/16/2022 08:36:00",0,"1085-BLDG-OVERHAUL/CLEANING        ","Payables","2022-09-16 00:00:00","2023-09-08 14:21:35"
454342,"Canceled","Oil",,"2022-09-16 08:39:25","09/16/2022 08:39:00",0,"1086-BOILER-OVERHAUL/CLEANING      ","Payables","2022-09-16 00:00:00","2023-09-08 14:19:57"
454493,"Call","Supplies",,"2022-09-19 11:14:01",,0,"1370-4B cabinets and sink          ","Payables","2022-09-19 00:00:00","2023-11-10 13:58:23"
454757,"Work Completed","Violation","02/06/2024 16:14:00","2022-09-22 15:23:16","02/06/2024 11:03:00",1600031229,"1440-5G-3 year paint               ","Payables","2022-09-22 00:00:00","2024-02-23 16:15:49"
455794,"Canceled","Repairs",,"2022-10-10 15:33:53","10/10/2022 15:33:00",0,"2042-1 BATHROOM TILE REPAIR        ","Payables","2022-10-10 00:00:00","2023-06-09 08:59:20"
455901,"Work Completed","Repairs","12/05/2023 15:05:00","2022-10-12 09:40:31","12/05/2023 08:41:00",1600030845,"2001 - 3Q - 3 year paint job       ","Payables","2022-10-12 00:00:00","2023-12-19 13:55:47"
456056,"Canceled","Repairs",,"2022-10-13 09:22:09","11/04/2022 08:00:00",0,"7001-605-3 YEAR PAINT              ","Payables","2022-10-13 00:00:00","2023-11-30 15:05:30"
456057,"Canceled","Repairs",,"2022-10-13 09:23:14","10/13/2022 09:23:00",0,"7001-503-3 YEAR PAINT              ","Payables","2022-10-13 00:00:00","2023-11-30 15:05:34"
456058,"Canceled","Repairs",,"2022-10-13 09:24:55","10/13/2022 09:24:00",0,"7001-601-3 YEAR PAINT              ","Payables","2022-10-13 00:00:00","2023-11-30 15:05:38"
456059,"Canceled","Repairs",,"2022-10-13 09:25:51","11/08/2022 08:00:00",0,"7001-804-3 YEAR PAINT              ","Payables","2022-10-13 00:00:00","2023-11-30 15:05:43"
456361,"Scheduled","Repairs",,"2022-10-14 11:27:23","11/18/2022 08:00:00",0,"1365-2E 3 years painting           ","Payables","2022-10-14 00:00:00","2023-10-31 16:27:45"
456454,"Work Completed","Repairs","08/08/2023 14:52:00","2022-10-17 09:10:25","08/08/2022 08:00:00",1600029211,"1022 - 6H -Violation paint repair  ","Payables","2022-10-17 00:00:00","2023-08-28 14:54:01"
457899,"Canceled","Repairs",,"2022-11-05 16:53:46","11/05/2022 16:53:00",0,"1182-22 3-YEAR PAINT               ","Payables","2022-11-05 00:00:00","2023-10-24 09:16:43"
457967,"Work Completed","Repairs","07/21/2023 12:23:00","2022-11-07 12:07:48","07/21/2023 14:26:00",1600029049,"3005-5C 3YR PAINT                  ","Payables","2022-11-07 00:00:00","2023-07-30 12:25:44"
458022,"Work Completed","Repairs",,"2022-11-08 10:34:33","12/20/2023 14:06:00",1600030951,"1440-8G-repairs bathroom           ","Payables","2022-11-08 00:00:00","2024-01-16 16:35:23"
459639,"Work Completed","Repairs","12/06/2023 15:45:00","2022-12-06 08:55:30","12/06/2023 15:45:00",1600030845,"1976/802/VAC/REPAIRS               ","Payables","2022-12-06 00:00:00","2024-01-03 10:55:48"
460626,"Work Completed","APH-Plumbing","06/01/2023 12:46:00","2022-12-22 10:12:35","06/01/2023 10:12:00",1600028896,"1831-1836-3B-RADIATOR COVER        ","Payables","2022-12-22 00:00:00","2023-07-05 12:46:35"
460934,"Work Completed","APH-Plumbing","11/25/2023 19:50:00","2022-12-28 21:26:53","12/28/2022 21:26:00",1600030656,"3531-27-plumbing radiator          ","Payables","2022-12-28 00:00:00","2023-11-25 20:04:04"
461665,"Scheduled","Supplies","01/12/2024 10:52:00","2023-01-11 09:47:36","01/11/2023 09:47:00",0,"1088-SUPPLIES/FIRE SAFETY STICKERS ","Payables","2023-01-11 00:00:00","2024-01-12 14:06:34"
461848,"Work Completed","APH-Boiler","06/05/2023 18:40:00","2023-01-13 09:48:55","01/13/2023 09:48:00",1600028825,"3544-BOILER REP.                   ","Payables","2023-01-13 00:00:00","2023-06-16 18:41:06"
461953,"Canceled","Oil",,"2023-01-17 09:23:46",,0,"1370-Boiler tube cleaning          ","Payables","2023-01-17 00:00:00","2023-06-06 15:05:58"
461996,"Canceled","Repairs",,"2023-01-17 11:54:42","01/17/2023 11:54:00",0,"1367-2M-CANCELED DUPLICATE         ","Payables","2023-01-17 00:00:00","2023-09-25 11:48:21"
462483,"Work Completed","Repairs","01/26/2024 11:50:00","2023-01-24 10:41:21","02/15/2024 11:51:13",1600031116,"1087-3B FIRE REPAIRS               ","Payables","2023-01-24 00:00:00","2024-02-15 11:51:13"
462519,"Work Completed","Repairs","05/24/2023 14:43:00","2023-01-24 13:12:55","04/04/2023 14:43:00",1600028748,"1087-2B-FIRE REPAIRS               ","Payables","2023-01-24 00:00:00","2023-06-01 14:55:49"
462551,"Work Completed","Repairs","05/02/2023 09:08:00","2023-01-25 07:13:26","07/11/2023 09:08:00",1600028931,"1369/1C/VAC/REPAIRS                ","Payables","2023-01-25 00:00:00","2023-07-11 11:06:56"
462552,"Work Completed","Supplies","05/19/2023 08:52:00","2023-01-25 07:28:25","05/19/2023 08:52:00",1600028824,"1369/1C/VAC/CABINETS               ","Payables","2023-01-25 00:00:00","2023-06-21 14:12:23"
462577,"Call","Repairs",,"2023-01-25 10:19:56",,0,"1440-5G-ANNUAL-REPAIRS             ","Payables","2023-01-25 00:00:00","2024-01-25 10:29:05"
462640,"Work Completed","APH-Plumbing","07/29/2023 09:36:00","2023-01-26 08:48:52","01/26/2023 08:48:00",1600029051,"1181-SUPER APT TOILET REPLACEMENT  ","Payables","2023-01-26 00:00:00","2023-07-31 14:06:33"
462804,"Canceled","Plumbing",,"2023-01-27 14:38:19","01/27/2023 14:38:00",0,"1095-4G KITCHEN WASTE LINE LEAK    ","Payables","2023-01-27 00:00:00","2023-10-12 12:54:23"
463099,"Work Completed","Repairs","02/22/2024 13:47:00","2023-02-02 13:09:52","02/22/2023 13:09:00",1600031227,"1705-2d-3 year paint               ","Payables","2023-02-02 00:00:00","2024-03-05 13:49:13"
463267,"Work Completed","Repairs","05/04/2023 10:09:00","2023-02-06 06:56:19","07/11/2023 10:10:00",1600028931,"1024/35/VAC/REPAIRS                ","Payables","2023-02-06 00:00:00","2023-07-11 11:05:33"
463362,"Work Completed","Oil","05/30/2023 10:28:00","2023-02-06 16:07:05","02/06/2023 16:07:00",1600028750,"3531-boiler blrm rep.              ","Payables","2023-02-06 00:00:00","2023-06-06 10:30:26"
463407,"Canceled","Repairs","02/21/2023 13:50:00","2023-02-07 11:09:11","02/21/2023 11:09:00",0,"7000-3N-3 YR PAINT                 ","Payables","2023-02-07 00:00:00","2023-06-02 10:02:19"
463523,"Canceled","Repairs",,"2023-02-08 12:11:08","02/15/2023 12:11:00",0,"3509-5A-Bathroom repair            ","Payables","2023-02-08 00:00:00","2023-12-11 13:58:50"
464051,"Work Completed","Repairs","08/31/2023 17:06:00","2023-02-17 11:03:12","08/31/2023 17:06:00",1600029278,"1028-6F - Fire - Kitchen Cabinets  ","Payables","2023-02-17 00:00:00","2023-09-14 17:06:52"
464243,"Work Completed","Repairs","08/16/2023 10:53:00","2023-02-22 10:38:48","02/22/2023 11:37:00",1600029211,"3505-1A-KIT-FLOOR                  ","Payables","2023-02-22 00:00:00","2023-08-29 10:55:11"
464327,"Work Completed","APH-Plumbing","05/31/2023 14:34:00","2023-01-11 13:14:43","05/31/2023 14:34:00",1600028826,"1920-314 - Fire Repair - Radiator  ","Payables","2023-02-22 00:00:00","2023-06-21 14:40:52"
464399,"Call","",,"2023-02-01 09:59:28",,0,"250-BLDG - Mix Valve               ","Payables","2023-02-22 00:00:00","2023-07-28 20:08:15"
465082,"Canceled","",,"2023-02-23 15:14:36",,0,"1712-3F CABINETS                   ","Payables","2023-02-23 00:00:00","2023-06-20 13:51:55"
465090,"Work Completed","APH-Boiler","10/02/2023 14:50:00","2023-02-23 16:00:30","10/02/2023 14:50:00",1600030376,"1011-BOILER-BROKEN DRAIN LINE      ","Payables","2023-02-23 00:00:00","2023-11-01 16:30:48"
465350,"Canceled","Supplies","06/16/2023 10:21:00","2023-03-01 06:51:28","04/19/2023 12:48:00",0,"3502-12 VACANT/KITCHEN CABINETS    ","Payables","2023-03-01 00:00:00","2023-06-27 10:21:50"
465762,"Work Completed","Repairs","04/27/2023 10:04:00","2023-03-07 08:13:00","07/11/2023 10:05:00",1600028931,"1011/2I/VAC/REPAIRS                ","Payables","2023-03-07 00:00:00","2023-07-11 11:06:06"
465763,"Work Completed","Supplies","05/29/2023 14:22:00","2023-03-07 08:27:58","05/22/2023 14:22:00",1600028824,"1011/2I/VAC/CABINETS               ","Payables","2023-03-07 00:00:00","2023-06-21 14:13:53"
465769,"Work Completed","Repairs","06/22/2023 08:49:00","2023-03-07 08:51:12","07/11/2023 08:50:00",1600028931,"1011/4I/VAC/REPAIRS                ","Payables","2023-03-07 00:00:00","2023-07-11 11:08:30"
465770,"Work Completed","Supplies","06/15/2023 14:28:00","2023-03-07 08:56:12","06/15/2023 14:28:00",1600028824,"1011/4I/VAC/CABINETS               ","Payables","2023-03-07 00:00:00","2023-06-21 14:14:42"
466123,"Work Completed","APH-Plumbing","06/01/2023 12:53:00","2023-03-13 10:39:42","06/01/2023 12:51:00",1600028896,"1369-3D L/R radiator               ","Payables","2023-03-13 00:00:00","2023-06-29 12:56:59"
466310,"Call","Supplies","09/08/2023 13:14:00","2023-03-15 14:45:59",,0,"3510-3C kitchen faucet             ","Payables","2023-03-15 00:00:00","2023-10-17 13:20:34"
466323,"Work Completed","APH-Plumbing","06/10/2023 09:33:00","2023-03-16 08:49:10","06/10/2023 08:49:00",1600028826,"1182-C RETURN LINE RUPTURED        ","Payables","2023-03-16 00:00:00","2023-06-15 09:40:53"
466381,"Work Completed","Repairs","06/30/2023 18:45:00","2023-03-16 12:12:29","03/16/2023 12:12:00",1600028931,"1182-38-PAINT REPAIRS              ","Payables","2023-03-16 00:00:00","2023-07-09 18:48:06"
466529,"Work Completed","Supplies","03/28/2023 11:23:00","2023-03-20 11:52:04","03/20/2023 11:52:00",1600029050,"1085-1A-SUPPLIES                   ","Payables","2023-03-20 00:00:00","2023-07-27 11:26:02"
466719,"Work Completed","Repairs","06/14/2023 17:03:00","2023-03-23 09:48:10","03/23/2023 09:48:00",1600028893,"2050-bldg-Roof exit door           ","Payables","2023-03-23 00:00:00","2023-06-23 17:04:47"
466754,"Work Completed","Repairs","06/16/2023 20:09:00","2023-03-23 14:26:24","03/23/2023 14:26:00",1600028893,"1028-4H-FIRE/WATER DAMAGE REPAIRS  ","Payables","2023-03-23 00:00:00","2023-07-05 12:35:58"
466772,"Canceled","Repairs",,"2023-03-24 07:11:04",,0,"1011 - 5A - Vacancy Faucet Repair  ","Payables","2023-03-24 00:00:00","2023-06-07 10:10:48"
466795,"Canceled","Repairs",,"2023-03-24 10:44:47","04/13/2023 10:44:00",0,"1704-3D-3 YEAR PAINT               ","Payables","2023-03-24 00:00:00","2023-08-23 08:26:15"
466867,"Work Completed","Repairs","06/01/2023 13:30:00","2023-03-24 16:05:37","03/24/2023 16:05:00",1600029049,"1021-2-2C VACANT/LEAD ABATEMENT    ","Payables","2023-03-24 00:00:00","2023-07-12 13:31:06"
466926,"Work Completed","Supplies","07/28/2023 20:16:00","2023-03-27 13:05:08","07/28/2023 20:16:00",1600029050,"1263-2C-SUPPLY                     ","Payables","2023-03-27 00:00:00","2023-07-28 20:17:03"
466957,"Work Completed","Repairs","06/23/2023 08:54:00","2023-03-28 07:13:42","07/11/2023 08:55:00",1600028931,"1053/3A/VAC/REPAIRS                ","Payables","2023-03-28 00:00:00","2023-07-11 11:08:00"
467067,"Work Completed","AFP","06/16/2023 18:44:00","2023-03-29 10:22:30","03/29/2023 10:22:00",1600030377,"2050-bldg-dep water meter          ","Payables","2023-03-29 00:00:00","2023-11-01 16:51:13"
467094,"Work Completed","Repairs","06/29/2023 18:55:00","2023-03-29 14:00:27","04/07/2023 14:48:00",1600028931,"1868-5D-3 YEAR PAIN                ","Payables","2023-03-29 00:00:00","2023-07-09 18:58:35"
467137,"Work Completed","Repairs",,"2023-03-30 12:25:38","03/30/2023 12:25:00",1600028931,"1087-1C-WATER/FIRE DAMAGE REPAIRS  ","Payables","2023-03-30 00:00:00","2023-07-11 11:25:06"
467204,"Work Completed","Repairs","07/14/2023 11:46:00","2023-03-31 09:17:20","05/19/2023 12:02:00",1600030411,"3508-2C                            ","Payables","2023-03-31 00:00:00","2023-11-08 11:47:25"
467293,"Work Completed","Supplies","04/04/2023 11:18:00","2023-04-03 09:48:19","01/29/2024 11:19:55",1600031048,"1440-bldg-assrt supplies           ","Payables","2023-04-03 00:00:00","2024-01-29 11:19:55"
467350,"Work Completed","Repairs","05/02/2023 08:58:00","2023-04-04 06:39:15","07/11/2023 09:02:00",1600028931,"1081/5A/VAC/REPAIRS                ","Payables","2023-04-04 00:00:00","2023-07-11 11:07:24"
467361,"Work Completed","Repairs","06/21/2023 12:11:00","2023-04-04 09:23:12","06/01/2023 11:49:00",1600028823,"1833-3a-bathroom paint             ","Payables","2023-04-04 00:00:00","2023-06-21 12:17:55"
467578,"Work Completed","APH-Plumbing","05/03/2023 14:24:00","2023-04-06 15:59:21","05/03/2023 15:59:00",1600028826,"1087-1C-FIRE APT/PIPES INSPECTION  ","Payables","2023-04-06 00:00:00","2023-06-21 14:31:58"
467799,"Canceled","Repairs",,"2023-04-11 15:47:03",,0,"1029 - A30 - Paint Repairs         ","Payables","2023-04-11 00:00:00","2023-09-20 07:28:12"
467820,"Work Completed","Repairs","07/14/2023 11:06:00","2023-04-12 08:30:39","11/08/2023 11:07:00",1600030411,"1059/1F/VAC/REPAIRS                ","Payables","2023-04-12 00:00:00","2023-11-08 11:08:59"
467834,"Work Completed","Plumbing","05/11/2023 11:24:00","2023-04-12 09:28:04","05/11/2023 09:28:00",1600028768,"1055-3W-PLUMBING                   ","Payables","2023-04-12 00:00:00","2023-06-08 11:26:11"
467877,"Work Completed","Plumbing","07/31/2023 09:42:46","2023-04-12 14:55:10","04/12/2023 14:55:00",0,"3552-BOILER: CEILNG DRAIN LINE LEAK","Payables","2023-04-12 00:00:00","2023-07-31 09:42:46"
467889,"Work Completed","Repairs","06/01/2023 12:06:00","2023-04-12 16:47:35","04/25/2023 16:47:00",1600028823,"3544-1H BR#1 FLOOR REPAIR          ","Payables","2023-04-12 00:00:00","2023-06-21 12:09:57"
467890,"Work Completed","Repairs","08/18/2023 10:15:00","2023-04-12 16:49:28","08/22/2023 10:17:31",1600029211,"Southern Willis                    ","Payables","2023-04-12 00:00:00","2023-08-22 10:17:31"
467894,"Work Completed","Repairs","05/22/2023 11:24:00","2023-04-13 06:43:47","09/05/2023 11:25:15",1600029278,"3528/6G/VAC/REPAIRS                ","Payables","2023-04-13 00:00:00","2023-09-05 11:25:15"
467901,"Work Completed","Plumbing","05/12/2023 09:21:00","2023-04-13 08:08:33","05/12/2023 08:37:00",1600028751,"1061 - 1-1B - Bathroom Ceiling Leak","Payables","2023-04-13 00:00:00","2023-06-06 16:59:48"
468039,"Work Completed","Supplies","08/29/2023 13:48:00","2023-04-14 13:12:49","08/29/2023 13:50:00",1600029280,"3532.5A/cabinet                    ","Payables","2023-04-14 00:00:00","2023-09-05 13:54:49"
468044,"Work Completed","Repairs","04/24/2023 12:24:00","2023-04-14 13:31:01","04/23/2023 12:41:00",1600028748,"3655/12/repair                     ","Payables","2023-04-14 00:00:00","2023-06-06 12:25:48"
468121,"Work Completed","Repairs","09/05/2023 14:02:00","2023-04-18 06:35:49","09/07/2023 10:10:55",1600029278,"1028/3F/VAC/REPAIRS                ","Payables","2023-04-18 00:00:00","2023-09-07 10:10:55"
468122,"Work Completed","Supplies","06/15/2023 10:39:00","2023-04-18 06:39:01","06/15/2023 10:40:00",1600028932,"1028/3F/VAC/CABINETS               ","Payables","2023-04-18 00:00:00","2023-07-11 14:52:37"
468126,"Work Completed","Repairs","06/26/2023 09:52:00","2023-04-18 07:03:11","08/02/2023 09:53:22",1600029092,"1055/4F/VAC/REPAIRS                ","Payables","2023-04-18 00:00:00","2023-08-02 09:53:22"
468213,"Work Completed","Plumbing","05/12/2023 14:25:00","2023-04-18 14:24:49","05/12/2023 14:24:00",1600028751,"1182-57-CONCEALED LEAK             ","Payables","2023-04-18 00:00:00","2023-06-06 14:26:28"
468370,"Canceled","Repairs",,"2023-04-20 16:08:54","04/20/2023 16:09:00",0,"1087-2B BATHROOM SUBFLOOR REPLACEME","Payables","2023-04-20 00:00:00","2023-08-23 08:31:42"
468378,"Work Completed","Repairs","05/02/2023 09:51:00","2023-04-21 06:53:24","08/02/2023 09:51:47",1600029092,"3658/4A/VAC/REPAIRS                ","Payables","2023-04-21 00:00:00","2023-08-02 09:51:46"
468513,"Work Completed","Repairs","09/21/2023 14:25:00","2023-04-24 10:31:20","09/21/2023 10:31:00",1600030373,"1702-3B-3 YEAR PAINT               ","Payables","2023-04-24 00:00:00","2023-10-18 14:36:06"
468514,"Work Completed","Supplies","09/13/2023 14:26:00","2023-04-24 10:33:17","04/24/2023 10:33:00",1600030374,"1702-3B-CABINETS                   ","Payables","2023-04-24 00:00:00","2023-09-18 14:27:07"
468516,"Work Completed","Supplies","09/22/2023 11:00:00","2023-04-24 10:42:28","04/24/2023 10:42:00",1600030374,"1702-3B-SUPPLIES                   ","Payables","2023-04-24 00:00:00","2023-09-26 11:01:33"
468517,"Work Completed","Repairs","11/08/2023 11:14:00","2023-04-24 10:46:09","04/24/2023 10:46:00",1600030411,"1702-3B-REPAIRS                    ","Payables","2023-04-24 00:00:00","2023-11-08 11:15:59"
468534,"Work Completed","Repairs","07/11/2023 11:13:00","2023-04-24 11:53:22","06/27/2023 11:27:00",1600028931,"3011- Community Room Ceiling       ","Payables","2023-04-24 00:00:00","2023-07-11 11:14:10"
468585,"Work Completed","Repairs","06/09/2023 11:00:00","2023-04-25 09:57:07","06/09/2023 09:57:00",1600028823,"3505-3C-REPAIRS                    ","Payables","2023-04-25 00:00:00","2023-06-21 11:04:46"
468642,"Work Completed","Supplies","05/17/2023 10:25:00","2023-04-25 15:51:26","04/25/2023 15:51:00",1600028894,"3502-12 VACANT/KITCHEN CABINETS    ","Payables","2023-04-25 00:00:00","2023-06-27 10:25:34"
468714,"Work Completed","Repairs","09/01/2023 10:14:00","2023-04-27 10:39:24","05/02/2023 10:39:00",1600031227,"3572-4C-REPAIR                     ","Payables","2023-04-27 00:00:00","2024-03-01 10:15:21"
468776,"Work Completed","Repairs","07/13/2023 11:26:00","2023-04-28 09:32:16","07/13/2023 12:12:00",1600030411,"1832-1A-post leak repairs          ","Payables","2023-04-28 00:00:00","2023-11-08 11:30:53"
468839,"Work Completed","Oil","05/18/2023 10:26:00","2023-04-28 15:06:09","06/06/2023 10:27:00",1600028750,"1006  Boiler -Boiler Repair 4-28-23","Payables","2023-04-28 00:00:00","2023-06-06 12:02:49"
468894,"Work Completed","Repairs","05/08/2023 12:23:00","2023-05-01 12:07:58","05/01/2023 12:07:00",1600028748,"3533-4G-APARTMENT REPAIRS          ","Payables","2023-05-01 00:00:00","2023-06-06 12:24:08"
468922,"Work Completed","Repairs","05/22/2023 09:34:00","2023-05-02 08:52:06","05/22/2023 08:52:00",1600028748,"2063-5F-3YR PAINT                  ","Payables","2023-05-02 00:00:00","2023-06-06 09:35:17"
