WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate,PostedMonth,WODetailRowID,Date1,Date2
495238,1095,"BLDG","Work Completed","APH-Boiler","2024-05-31 09:23:32",,"2024-05-31 09:23:00",1600031840,"2024-06-17 13:46:57","2024-05-31 20:56:00",,"1095-bldg-boiler                             ",1,"aph_boiler      ","APH BOILER SERVICES",726,726,"2024-05-31 00:00:00","2024-05",969863,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495110,1091,"5B","Work Completed","Repairs","2024-05-30 10:34:21",,"2024-06-10 10:34:00",1600031951,"2024-07-11 17:34:18","2024-06-10 14:39:00",,"1091-5B-Post plumbing repairs                ",4,260             ,"SQFT    Repair the bathroom wall with sheetrock",5.75,23,"2024-06-30 00:00:00","2024-06",968656,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495110,1091,"5B","Work Completed","Repairs","2024-05-30 10:34:21",,"2024-06-10 10:34:00",1600031951,"2024-07-11 17:34:18","2024-06-10 14:39:00",,"1091-5B-Post plumbing repairs                ",10,263             ,"SQFT   Repair the ceramic tile wall in the bathroom and install with wonderboard and 4x4 white wall tiles",29.4,294,"2024-06-30 00:00:00","2024-06",968651,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495110,1091,"5B","Work Completed","Repairs","2024-05-30 10:34:21",,"2024-06-10 10:34:00",1600031951,"2024-07-11 17:34:18","2024-06-10 14:39:00",,"1091-5B-Post plumbing repairs                ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2024-06-30 00:00:00","2024-06",968658,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495170,1101,"1101-1A","Work Completed","Repairs","2024-05-30 12:59:18",,"2024-06-10 12:59:00",1600031951,"2024-07-11 17:34:18","2024-06-10 11:44:00",,"1101-1A-BATH FLOOR                           ",1,,"F/I MARBLE SADDLE APPROX 36""",100,100,"2024-06-30 00:00:00","2024-06",968721,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496289,1055,"1-5R","Work Completed","Repairs","2024-06-12 12:10:35",,"2024-06-26 12:10:00",1600031951,"2024-07-11 17:34:18","2024-06-26 15:02:00",,"1055-1-5R-CABINET INSTALLATION               ",1,,"install new countertop supplied by the super",200,200,"2024-06-30 00:00:00","2024-06",969925,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496289,1055,"1-5R","Work Completed","Repairs","2024-06-12 12:10:35",,"2024-06-26 12:10:00",1600031951,"2024-07-11 17:34:18","2024-06-26 15:02:00",,"1055-1-5R-CABINET INSTALLATION               ",1,,"demo and remove old countertop",200,200,"2024-06-30 00:00:00","2024-06",969924,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495171,1055,"1-5R","Work Completed","Supplies","2024-05-30 13:06:30",,"2024-07-09 14:15:48",1600031952,"2024-07-11 17:36:03","2024-06-12 14:15:00",,"1055-5R-CABINET ORDER                        ",1,"05-02500        ","Countertop (Custom)priced per order",425.5,425.5,"2024-06-30 00:00:00","2024-06",968727,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496127,1712,"6A","Work Completed","Supplies","2024-06-11 11:20:34",,"2024-07-09 14:07:15",1600031952,"2024-07-11 17:36:03","2024-06-12 14:06:00",,"1712-6A-subsidy viol.-medicine cab           ",1,"40-05650        ","Medicine Cabinet",45.23,45.23,"2024-06-30 00:00:00","2024-06",969829,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495100,1142,"BLDG","Work Completed","Supplies","2024-05-30 10:03:29",,"2024-05-30 10:03:00",1600031952,"2024-07-11 17:36:03","2024-06-03 12:04:00",,"1142-BLDG SUPPLIES                           ",7,"40-04240        ","Alarm, carbon monoxide/smoke electric",65,455,"2024-06-30 00:00:00","2024-06",968643,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495168,1860,"1861-5B","Work Completed","Supplies","2024-05-30 12:57:58",,"2024-07-09 11:42:01",1600031952,"2024-07-11 17:36:03","2024-06-26 11:41:00",,"1861-5B-CABINET ORDER                        ",1,"05-02500        ","Countertop (Custom)priced per order",994.75,994.75,"2024-06-30 00:00:00","2024-06",968722,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496161,2042,1,"Work Completed","Supplies","2024-06-11 13:00:24",,"2024-07-09 15:57:06",1600031952,"2024-07-11 17:36:03","2024-06-20 15:56:00",,"2042 - 1 - supplies closet doors             ",1,"10-00350        ","Cylinder, brass mortise",13.15,13.15,"2024-06-30 00:00:00","2024-06",969838,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496275,2022,307,"Work Completed","Supplies","2024-06-12 11:37:42",,"2024-06-12 11:37:00",1600031952,"2024-07-11 17:36:03","2024-06-19 08:41:00",,"2022- 307- supply 6/12/24                    ",1,"36-00090        ","TOILET TANK & BOWL 10''",266.55,266.55,"2024-06-30 00:00:00","2024-06",969903,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493894,4061,"3D","Work Completed","APH-Plumbing","2024-05-14 09:06:15",,"2024-06-13 09:40:00",1600031953,"2024-07-11 17:41:30","2024-06-13 09:37:00",,"4061-3D-snake kitchen sink                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",385,385,"2024-06-30 00:00:00","2024-06",969989,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496029,9924,,"Work Completed","APH-Plumbing","2024-06-11 07:56:31",,"2024-06-11 11:03:00",1600031953,"2024-07-11 17:41:30","2024-06-11 11:03:00",,"OFFICE/SNAKE DRAINS SEWER                    ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1100,1100,"2024-06-30 00:00:00","2024-06",969844,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493146,4060,"3A","Work Completed","APH-Plumbing","2024-05-02 13:28:06",,"2024-05-02 13:28:00",1600031953,"2024-07-11 17:41:30","2024-05-02 10:28:00",,"4060-3A-REPAIR PIPE UNDER THE SINK           ",1,"aph_plumbing    ","APH PLUMBING SERVICES",331.14,331.14,"2024-06-30 00:00:00","2024-06",970010,"2024-04-12 00:00:00","2024-12-12 00:00:00"
494595,4083,,"Work Completed","APH-Boiler","2024-05-22 13:29:05",,"2024-05-22 13:29:00",1600031954,"2024-07-11 17:42:29","2024-05-22 13:54:00",,"4083-BOILER-BOILER NOT TURNING ON            ",1,"aph_boiler      ","APH BOILER SERVICES",485,485,"2024-06-30 00:00:00","2024-06",969870,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496117,1054,"3C","Work Completed","Repairs","2024-06-11 10:55:06",,"2024-07-08 10:50:00",1600032109,"2024-08-08 09:15:21","2024-07-08 17:20:00",,"1054 - 3C - Post Plbg Ba Ceiling             ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2024-07-31 00:00:00","2024-07",969818,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496372,1096,"1E","Work Completed","Repairs","2024-06-13 10:35:34",,"2024-07-12 10:35:00",1600032109,"2024-08-08 09:15:21","2024-07-12 17:29:00",,"1096-1E-REPAIRS                              ",7,325             ,"SQFT    Repair the ceiling in bedroom #1 with sheetrock",5.75,40.25,"2024-07-31 00:00:00","2024-07",970015,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496372,1096,"1E","Work Completed","Repairs","2024-06-13 10:35:34",,"2024-07-12 10:35:00",1600032109,"2024-08-08 09:15:21","2024-07-12 17:29:00",,"1096-1E-REPAIRS                              ",28,,"APPROX 28 SQFT OF INSULATION WILL BE NEEDED",3,84,"2024-07-31 00:00:00","2024-07",970021,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496372,1096,"1E","Work Completed","Repairs","2024-06-13 10:35:34",,"2024-07-12 10:35:00",1600032109,"2024-08-08 09:15:21","2024-07-12 17:29:00",,"1096-1E-REPAIRS                              ",1,,"WHITE PAINT",0,0,"2024-07-31 00:00:00","2024-07",970022,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496109,3522,"5E","Work Completed","Repairs","2024-06-11 10:40:30",,"2024-07-03 10:40:00",1600032109,"2024-08-08 09:15:21","2024-07-03 16:23:00",,"3522-5E-BATHROOM CEILING                     ",1,,"BEIGE PAINT",0,0,"2024-07-31 00:00:00","2024-07",969801,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495128,1095,"5D","Work Completed","Repairs","2024-05-30 11:17:04",,"2024-07-24 11:17:00",1600032234,"2024-09-03 17:05:24","2024-07-30 14:04:00",,"1095-5d-vacant floor                         ",90,110             ,"SQFT   Install a new kitchen floor using underlayment and LVT.",10.5,945,"2024-08-31 00:00:00","2024-08",969978,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495128,1095,"5D","Work Completed","Repairs","2024-05-30 11:17:04",,"2024-07-24 11:17:00",1600032234,"2024-09-03 17:05:24","2024-07-30 14:04:00",,"1095-5d-vacant floor                         ",90,210             ,"Install a new subfloor with 3/4 plywood",11.25,1012.5,"2024-08-31 00:00:00","2024-08",970001,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496396,1704,"3D","Work Completed","Repairs","2024-06-13 11:38:16",,"2024-08-13 11:38:00",1600032358,"2024-09-17 14:45:52","2024-08-13 16:57:00",,"1704-3D-3 YEAR PAINT                         ",3,800             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with BEIGE paint (hallway/bathroom/kitchen/bedroom/living room)",325,975,"2024-08-31 00:00:00","2024-08",970058,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495126,1101,"1104-2B","Canceled","Repairs","2024-05-30 11:15:39",,"2024-07-16 11:15:00",0,,,,"1104-2B-REPAIR                               ",1,230             ,"Install a new bathroom vanity supplied by the super",150,150,,,968666,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495126,1101,"1104-2B","Canceled","Repairs","2024-05-30 11:15:39",,"2024-07-16 11:15:00",0,,,,"1104-2B-REPAIR                               ",1,225             ,"Demo the bathroom vanity",60,60,,,968665,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496390,1101,"1106-5A","Scheduled","Supplies","2024-06-13 11:15:06",,"2024-06-13 11:15:00",0,,,,"1106-5A-SUPPLIES                             ",2,"35-01550        ","Speedy Conn., flex 36",6.08,12.16,,,970050,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496390,1101,"1106-5A","Scheduled","Supplies","2024-06-13 11:15:06",,"2024-06-13 11:15:00",0,,,,"1106-5A-SUPPLIES                             ",1,"35-01400        ","Sink, Stainless Steel 25",66,66,,,970045,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496390,1101,"1106-5A","Scheduled","Supplies","2024-06-13 11:15:06",,"2024-06-13 11:15:00",0,,,,"1106-5A-SUPPLIES                             ",1,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange",5,5,,,970049,"2024-04-12 00:00:00","2024-12-12 00:00:00"
496437,3509,"BLDG","Call","Supplies","2024-06-13 13:48:02",,,0,,,,"3509-BLDG SUPPLIES                           ",2,"30-00300        ","Paint,#160 2 gallon (white)",64,128,,,970101,"2024-04-12 00:00:00","2024-12-12 00:00:00"
492541,5037,"1-BLDG","Work Completed","Supplies","2024-04-25 09:30:58",,"2024-04-25 09:30:00",1600031627,"2024-05-14 17:46:21","2024-04-25 10:40:00",,"5037-BLDG-BOILER SIGN                        ",4,"40-06180        ","Sign, Boiler Room",3,12,"2024-04-30 00:00:00","2024-04",966722,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493719,1053,"BLDG","Work Completed","Supplies","2024-05-10 09:26:46",,"2024-06-10 17:21:00",1600031838,"2024-06-17 13:41:37","2024-05-13 17:19:00",,"1053 - Bldg - Supplies 5-10-24               ",1,"del             ","DELIVERY CHARGE",30,30,"2024-05-31 00:00:00","2024-05",969832,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493376,3011,"BLDG","Work Completed","Supplies","2024-05-07 09:33:51",,"2024-05-07 09:33:00",1600031838,"2024-06-17 13:41:37","2024-05-07 16:44:00",,"3011-apt lock                                ",1,"10-01600        ","Lock, Entry Mortist R.H.(91A-3RH)",102.6,102.6,"2024-05-31 00:00:00","2024-05",966702,"2024-04-12 00:00:00","2024-12-12 00:00:00"
495218,3527,"BLDG","Work Completed","Supplies","2024-05-30 16:58:16",,"2024-06-11 09:00:30",1600031838,"2024-06-17 13:41:37","2024-05-31 09:00:00",,"3527-Building Paint                          ",1,"30-00400        ","Paint, #160 5 gallon (white)",162,162,"2024-05-31 00:00:00","2024-05",968757,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493407,3522,"BLDG","Work Completed","Supplies","2024-05-07 10:30:50",,"2024-05-07 10:30:00",1600031838,"2024-06-17 13:41:37","2024-05-09 16:59:00",,"3522-BLDG-SUPPLIES                           ",6,"20-00500        ","Bulbs, 75 watt frost white",5,30,"2024-05-31 00:00:00","2024-05",966714,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493407,3522,"BLDG","Work Completed","Supplies","2024-05-07 10:30:50",,"2024-05-07 10:30:00",1600031838,"2024-06-17 13:41:37","2024-05-09 16:59:00",,"3522-BLDG-SUPPLIES                           ",3,"40-07200        ","Toilet,Seat (white)",11.61,34.83,"2024-05-31 00:00:00","2024-05",966716,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493407,3522,"BLDG","Work Completed","Supplies","2024-05-07 10:30:50",,"2024-05-07 10:30:00",1600031838,"2024-06-17 13:41:37","2024-05-09 16:59:00",,"3522-BLDG-SUPPLIES                           ",1,"35-01090        ","Plumbers Putty container",5.95,5.95,"2024-05-31 00:00:00","2024-05",966717,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493407,3522,"BLDG","Work Completed","Supplies","2024-05-07 10:30:50",,"2024-05-07 10:30:00",1600031838,"2024-06-17 13:41:37","2024-05-09 16:59:00",,"3522-BLDG-SUPPLIES                           ",6,"40-03850        ","Bleach, 1 gallon",5.94,35.64,"2024-05-31 00:00:00","2024-05",966719,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493407,3522,"BLDG","Work Completed","Supplies","2024-05-07 10:30:50",,"2024-05-07 10:30:00",1600031838,"2024-06-17 13:41:37","2024-05-09 16:59:00",,"3522-BLDG-SUPPLIES                           ",10,"40-06125        ","Paper Towels 1 Roll",1.83,18.3,"2024-05-31 00:00:00","2024-05",966721,"2024-04-12 00:00:00","2024-12-12 00:00:00"
494736,1831,"1831-7","Work Completed","APH-Plumbing","2024-05-23 15:56:40",,"2024-05-23 15:56:00",1600031839,"2024-06-17 13:45:39",,,"1831-7-Toilet is leaking                     ",1,"aph_plumbing    ","APH PLUMBING SERVICES",753.45,753.45,"2024-05-31 00:00:00","2024-05",969979,"2024-04-12 00:00:00","2024-12-12 00:00:00"
492908,1860,"1861-3D","Work Completed","APH-Plumbing","2024-04-30 11:50:44",,"2024-04-30 11:50:00",1600031839,"2024-06-17 13:45:39","2024-05-02 10:59:00",,"1861-3d-toilet/ bathroom sink                ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1356.37,1356.37,"2024-05-31 00:00:00","2024-05",969824,"2024-04-12 00:00:00","2024-12-12 00:00:00"
494698,1097,"BST","Work Completed","APH-Plumbing","2024-05-23 11:25:32",,"2024-05-23 11:25:00",1600031839,"2024-06-17 13:45:39","2024-06-13 08:58:00",,"1097-BST-LEAK                                ",1,"aph_plumbing    ","APH PLUMBING SERVICES",520,520,"2024-05-31 00:00:00","2024-05",969974,"2024-04-12 00:00:00","2024-12-12 00:00:00"
494145,1097,"1B","Work Completed","APH-Plumbing","2024-05-16 10:38:57",,"2024-05-16 10:38:00",1600031839,"2024-06-17 13:45:39",,,"1097-1B-PLUMBING                             ",1,"aph_plumbing    ","APH PLUMBING SERVICES",2200,2200,"2024-05-31 00:00:00","2024-05",969996,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493320,1028,"BLDG","Work Completed","APH-Plumbing","2024-05-06 11:07:40",,"2024-06-13 10:41:16",1600031839,"2024-06-17 13:45:39","2024-05-06 10:40:00",,"1028-PLUMBING-BLDG                           ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1200,1200,"2024-05-31 00:00:00","2024-05",970020,"2024-04-12 00:00:00","2024-12-12 00:00:00"
492910,1860,"1861-5B","Work Completed","APH-Plumbing","2024-04-30 11:53:19",,"2024-04-30 11:53:00",1600031839,"2024-06-17 13:45:39",,,"1861-5b-toilet is clogged                    ",1,"aph_plumbing    ","APH PLUMBING SERVICES",855,855,"2024-05-31 00:00:00","2024-05",969814,"2024-04-12 00:00:00","2024-12-12 00:00:00"
492910,1860,"1861-5B","Work Completed","APH-Plumbing","2024-04-30 11:53:19",,"2024-04-30 11:53:00",1600031839,"2024-06-17 13:45:39",,,"1861-5b-toilet is clogged                    ",1,"35-00279        ","Waste Bend 17 Gauge (11/2x24)",40.63,40.63,"2024-05-31 00:00:00","2024-05",969815,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493436,3014,404,"Work Completed","APH-Plumbing","2024-05-07 11:18:04",,"2024-05-07 11:18:00",1600031839,"2024-06-17 13:45:39","2024-05-07 17:08:00",,"3014-404-leak                                ",1,,"CARTRIDGE AND HANDLE ( SPECIAL ORDER)",225,225,"2024-05-31 00:00:00","2024-05",969831,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493301,3504,"BLDG","Work Completed","APH-Plumbing","2024-05-06 10:00:37",,"2024-05-06 10:00:00",1600031839,"2024-06-17 13:45:39","2024-05-16 12:58:00",,"3504-BLDG-H/W RADIATOR                       ",1,"aph_plumbing    ","APH PLUMBING SERVICES",3552,3552,"2024-05-31 00:00:00","2024-05",970094,"2024-04-12 00:00:00","2024-12-12 00:00:00"
493436,3014,404,"Work Completed","APH-Plumbing","2024-05-07 11:18:04",,"2024-05-07 11:18:00",1600031839,"2024-06-17 13:45:39","2024-05-07 17:08:00",,"3014-404-leak                                ",1,"aph_plumbing    ","APH PLUMBING SERVICES",535.17,535.17,"2024-05-31 00:00:00","2024-05",969830,"2024-04-12 00:00:00","2024-12-12 00:00:00"
