WONumber,JObStatus,Category,CompleteDate,CallDate,SchedDate,BatchID,BriefDesc,ExpenseType,yardiCreateDate,yardiUpdatedDate
472534,"Work Completed","Repairs","07/14/2023 11:16:00","2023-07-10 10:50:45","11/08/2023 11:18:00",1600030559,"192-501-hpd viol-bthrm ceiling     ","Payables","2023-07-10 00:00:00","2023-11-09 13:33:14"
472550,"Work Completed","Repairs","07/13/2023 08:47:00","2023-07-10 12:07:15","07/10/2023 12:07:00",1600030654,"3501-54-PLYWOOD REPLACEMENT        ","Payables","2023-07-10 00:00:00","2023-11-30 09:30:28"
472561,"Work Completed","Repairs","11/08/2023 11:49:00","2023-07-10 13:40:51","07/12/2023 13:40:00",1600030411,"1367-4A-KITCHEN FLOOR              ","Payables","2023-07-10 00:00:00","2023-11-08 11:51:12"
472571,"Work Completed","Repairs","07/12/2023 11:42:00","2023-07-10 14:56:15","07/12/2023 16:22:00",1600030411,"1365-1A L/R ceiling repair         ","Payables","2023-07-10 00:00:00","2023-11-08 11:44:14"
472588,"Work Completed","Repairs","07/13/2023 11:33:00","2023-07-10 16:01:06","07/13/2023 16:01:00",1600030411,"1027 Apt Repair - Unit G BDRM      ","Payables","2023-07-10 00:00:00","2023-11-08 11:35:08"
472631,"Work Completed","Repairs","07/19/2023 16:13:00","2023-07-11 10:43:19","07/13/2023 10:43:00",1600030411,"1705-2B-REPAIRS                    ","Payables","2023-07-11 00:00:00","2023-11-08 11:45:51"
472671,"Work Completed","Repairs","07/13/2023 11:35:00","2023-07-11 12:30:15","07/13/2023 14:09:00",1600030411,"1369-kitchen floor repair          ","Payables","2023-07-11 00:00:00","2023-11-08 11:39:49"
472909,"Work Completed","Repairs","10/06/2023 13:28:00","2023-07-14 10:49:14","07/21/2023 10:49:00",1600030559,"1029-1-B40-3 YEAR PAINT            ","Payables","2023-07-14 00:00:00","2023-11-13 11:50:30"
473202,"Work Completed","APH-Plumbing","07/27/2023 13:09:00","2023-07-20 10:02:17","07/20/2023 10:02:00",1600030413,"1367-BSMT-WASTELINE LEAK           ","Payables","2023-07-20 00:00:00","2023-11-08 16:12:20"
473216,"Scheduled","Repairs",,"2023-07-20 10:47:57","12/15/2023 10:47:00",0,"890-705-3 YEAR PAINT               ","Payables","2023-07-20 00:00:00","2024-02-21 12:07:22"
473326,"Work Completed","Supplies","07/22/2023 11:20:00","2023-07-21 09:17:20","01/29/2024 11:21:21",1600031048,"1440-12D-kitchen faucet            ","Payables","2023-07-21 00:00:00","2024-01-29 11:21:21"
473328,"Work Completed","Supplies","07/22/2023 11:16:00","2023-07-21 09:18:16","01/29/2024 11:17:30",1600031048,"1440-9C=kitchen faucet             ","Payables","2023-07-21 00:00:00","2024-01-29 11:17:30"
473329,"Work Completed","Supplies","07/22/2023 11:14:00","2023-07-21 09:19:08","01/29/2024 11:15:59",1600031048,"1440-6C-kitchen faucet             ","Payables","2023-07-21 00:00:00","2024-01-29 11:15:59"
473669,"Work Completed","APH-Plumbing","11/22/2023 10:31:00","2023-07-26 10:17:59","07/26/2023 10:17:00",1600030656,"1093-2A-PLUMBING                   ","Payables","2023-07-26 00:00:00","2023-11-25 14:53:08"
473683,"Work Completed","Repairs","09/15/2023 13:33:00","2023-07-26 11:51:17","09/01/2023 11:51:00",1600030373,"2020-113-Water/Fire Damage repairs ","Payables","2023-07-26 00:00:00","2023-11-01 11:07:45"
473746,"Work Completed","Repairs","10/03/2023 12:15:00","2023-07-27 11:13:21","10/03/2023 11:13:00",1600030559,"3528-4J-INSTALL COUNTER            ","Payables","2023-07-27 00:00:00","2023-11-13 12:16:40"
473806,"Work Completed","Repairs","08/04/2023 11:09:00","2023-07-28 08:12:24","11/08/2023 11:09:49",1600030411,"1081/2G/VAC/REPAIRS                ","Payables","2023-07-28 00:00:00","2023-11-08 11:09:49"
474003,"Work Completed","","10/25/2023 08:39:00","2023-08-01 10:28:00","10/11/2023 10:28:00",1600030565,"1055-bldg-supplies                 ","Payables","2023-08-01 00:00:00","2023-11-09 08:39:36"
474057,"Work Completed","Repairs","12/11/2023 09:49:00","2023-08-02 07:53:14","09/07/2023 09:50:00",1600030845,"1096/1d/vac/repairs                ","Payables","2023-08-02 00:00:00","2024-01-03 11:05:58"
474061,"Work Completed","APH-Plumbing","08/02/2023 08:59:00","2023-08-02 09:44:07","08/02/2023 09:44:00",1600031049,"1026-9-shower body cartridge       ","Payables","2023-08-02 00:00:00","2024-01-31 09:01:18"
474306,"Work Completed","Repairs","09/29/2023 13:24:00","2023-08-07 11:01:50","09/29/2023 11:02:00",1600030373,"2022-105-WATER DAMAGE REPAIRS      ","Payables","2023-08-07 00:00:00","2023-11-01 11:08:34"
474332,"Work Completed","Repairs",,"2023-08-07 12:28:34","10/23/2023 12:28:00",1600030597,"3531-16-POST PLUMBING              ","Payables","2023-08-07 00:00:00","2023-11-19 00:05:58"
474336,"Work Completed","Proposals","11/02/2023 15:18:00","2023-08-07 12:45:40","08/07/2023 12:45:00",1600030659,"637-1B REPLACE LAMINATE FLOORING   ","Payables","2023-08-07 00:00:00","2023-11-28 15:21:06"
474382,"Work Completed","Repairs","10/31/2023 15:38:00","2023-08-08 09:32:03","08/08/2023 15:36:00",1600030845,"1263/2D/VAC/REPAIRS                ","Payables","2023-08-08 00:00:00","2023-12-21 15:48:11"
474537,"Work Completed","Repairs","12/21/2023 15:34:00","2023-08-10 08:15:04","10/31/2023 15:33:00",1600030845,"1088/7A/VAC/REPAIRS                ","Payables","2023-08-10 00:00:00","2024-01-04 15:45:57"
474784,"Work Completed","Repairs","12/28/2023 10:18:00","2023-08-14 12:35:52","12/28/2023 12:35:00",1600030958,"500-440-3F-PAINT JOB               ","Payables","2023-08-14 00:00:00","2024-01-17 15:31:22"
474851,"Work Completed","Supplies","09/21/2023 15:59:00","2023-08-15 10:52:22","08/15/2023 10:52:00",1600030412,"1087-4A-VIOLATION SUPPLIES         ","Payables","2023-08-15 00:00:00","2023-11-08 10:57:20"
474888,"Work Completed","Repairs","08/16/2023 11:45:00","2023-08-15 16:08:58","08/16/2023 11:46:00",1600031047,"1880-507 Vacant  floor proposal    ","Payables","2023-08-15 00:00:00","2024-01-31 10:45:15"
474948,"Work Completed","Repairs","12/06/2023 15:11:00","2023-08-16 13:34:39","12/06/2023 13:34:00",1600030845,"1002-2C-3 YEAR PAINT               ","Payables","2023-08-16 00:00:00","2023-12-19 13:56:49"
474999,"Scheduled","Repairs",,"2023-08-17 10:28:46","08/17/2023 10:28:00",0,"3012-1H-floor repair               ","Payables","2023-08-17 00:00:00","2023-12-27 09:59:53"
475081,"Work Completed","APH-Plumbing","08/18/2023 10:47:00","2023-08-18 10:46:41","01/31/2024 10:50:00",1600031049,"3513-1B Vacant Toilet flange       ","Payables","2023-08-18 00:00:00","2024-02-06 17:51:04"
475119,"Work Completed","Repairs","08/22/2023 11:11:00","2023-08-18 16:59:53","08/22/2023 16:59:00",1600030411,"3502-45 FLOOR REPAIR (LR & KIT)    ","Payables","2023-08-18 00:00:00","2023-11-08 11:12:48"
475208,"Work Completed","Repairs","11/02/2023 14:46:00","2023-08-21 15:52:01","08/21/2023 15:52:00",1600030686,"3524-2D-APT REPAIRS (FIRE DAMAGE)  ","Payables","2023-08-21 00:00:00","2023-12-06 16:03:08"
475243,"Work Completed","Supplies","09/21/2023 14:45:00","2023-08-22 09:41:07","09/21/2023 14:46:00",1600030374,"1860/3B/VAC/CABINETS               ","Payables","2023-08-22 00:00:00","2023-11-01 16:19:13"
475335,"Canceled","APH-Boiler",,"2023-08-22 16:15:46","08/22/2023 16:15:00",0,"1028-BLR-BOILER                    ","Payables","2023-08-22 00:00:00","2024-02-14 13:45:57"
475346,"Work Completed","APH-Plumbing","08/24/2023 09:12:00","2023-08-23 09:27:08","08/23/2023 09:27:00",1600030375,"1367-4A TO 3A LEAK                 ","Payables","2023-08-23 00:00:00","2023-11-01 16:20:23"
475350,"Work Completed","APH-Plumbing","09/01/2023 12:47:00","2023-08-23 09:49:42","08/23/2023 09:49:00",1600031049,"1028-BST-PLUMBING                  ","Payables","2023-08-23 00:00:00","2024-02-06 17:34:05"
475380,"Scheduled","Repairs","10/02/2023 14:43:00","2023-08-23 12:03:56","08/23/2023 12:03:00",0,"1033 Cauldwell                     ","Payables","2023-08-23 00:00:00","2024-02-13 08:33:44"
475576,"Work Completed","Supplies","09/19/2023 09:52:00","2023-08-28 08:14:43","08/28/2023 08:14:00",1600030374,"1002/BLDG./KEYS                    ","Payables","2023-08-28 00:00:00","2023-11-01 16:21:03"
475650,"Work Completed","Supplies","09/19/2023 09:51:00","2023-08-29 09:55:05","08/29/2023 09:55:00",1600030374,"1021/BLDG./KEYS                    ","Payables","2023-08-29 00:00:00","2023-11-01 16:22:04"
475654,"Work Completed","Repairs","11/30/2023 10:42:00","2023-08-29 10:05:25","10/31/2023 10:41:00",1600030845,"1111/4C/VAC/REPAIRS                ","Payables","2023-08-29 00:00:00","2024-01-03 11:02:39"
475674,"Work Completed","Repairs","09/08/2023 11:05:00","2023-08-29 12:02:39","09/08/2023 12:02:00",1600030411,"3520-5A-RE-GROUT                   ","Payables","2023-08-29 00:00:00","2023-11-08 11:06:13"
475690,"Work Completed","Repairs","09/25/2023 11:10:00","2023-08-29 13:37:52","09/25/2023 16:09:00",1600030411,"1024-22 Bathroom repairs           ","Payables","2023-08-29 00:00:00","2023-11-08 11:10:35"
475705,"Work Completed","APH-Plumbing","08/30/2023 09:05:00","2023-08-29 15:53:31","08/30/2023 15:53:00",1600030413,"3527-1A-PLUMBING                   ","Payables","2023-08-29 00:00:00","2023-11-08 11:02:04"
475799,"Work Completed","Repairs","10/31/2023 16:01:00","2023-08-31 07:45:15","09/26/2023 14:30:00",1600030845,"1024/36/VAC/REPAIRS                ","Payables","2023-08-31 00:00:00","2024-01-03 10:59:32"
475862,"Work Completed","Proposals","08/31/2023 08:06:00","2023-08-31 11:56:11","08/31/2023 11:56:00",1600030659,"2020-109-APT REPAIRS               ","Payables","2023-08-31 00:00:00","2023-12-01 14:47:57"
475863,"Work Completed","Repairs","09/07/2023 12:51:00","2023-08-31 12:06:16","09/07/2023 12:06:00",1600030373,"2020-108-APT REPAIRS               ","Payables","2023-08-31 00:00:00","2023-11-01 11:09:17"
475956,"Work Completed","APH-Plumbing","09/23/2023 15:36:00","2023-09-01 09:59:23","09/23/2023 09:59:00",1600030599,"1093-SEWER LINE                    ","Payables","2023-09-01 00:00:00","2023-11-20 09:52:16"
475958,"Canceled","Repairs",,"2023-09-01 10:01:35","09/01/2023 10:01:00",0,"1091-sewer line                    ","Payables","2023-09-01 00:00:00","2024-01-31 11:05:23"
475987,"Work Completed","APH-Plumbing","09/11/2023 08:31:00","2023-09-05 08:55:23","11/16/2023 08:31:46",1600030599,"1054 - 5D - bathroom leak into 4D  ","Payables","2023-09-05 00:00:00","2023-11-16 08:31:46"
476150,"Work Completed","Proposals","11/30/2023 16:09:00","2023-09-06 13:28:53","09/06/2023 13:28:00",1600030659,"637-2K REPLACE LAMINATE FLOOR      ","Payables","2023-09-06 00:00:00","2023-12-04 12:15:45"
476315,"Work Completed","APH-Plumbing","11/15/2023 15:19:00","2023-09-08 10:18:42","11/15/2023 15:21:00",1600030599,"1054 - Bldg - Main Shut Off Valves ","Payables","2023-09-08 00:00:00","2023-11-15 15:26:52"
476344,"Work Completed","Repairs","10/09/2023 08:43:00","2023-09-08 11:34:21","10/09/2023 11:34:00",1600030559,"225-710-3 YEAR PAINT               ","Payables","2023-09-08 00:00:00","2023-11-14 08:51:16"
476383,"Work Completed","APH-Boiler","10/24/2023 08:44:00","2023-09-08 13:23:50","09/08/2023 13:23:00",1600030376,"1058 BOILER CLEANING & OVERHAUL    ","Payables","2023-09-08 00:00:00","2023-11-01 16:31:58"
476389,"Work Completed","APH-Boiler","11/18/2023 18:11:00","2023-09-08 13:35:52","09/08/2023 13:35:00",1600030600,"1834 BOILER CLEANING & OVERHAUL    ","Payables","2023-09-08 00:00:00","2023-11-20 09:47:28"
476396,"Work Completed","APH-Boiler","10/05/2023 18:08:00","2023-09-08 13:48:21","09/08/2023 13:48:00",1600030600,"3527 BOILER CLEANING & OVERHAUL    ","Payables","2023-09-08 00:00:00","2023-11-20 09:47:50"
476407,"Work Completed","Repairs","09/18/2023 11:10:00","2023-09-08 15:23:28","09/18/2023 15:23:00",1600030411,"1054-3D-BATHROOM PAINT REPAIR      ","Payables","2023-09-08 00:00:00","2023-11-08 11:11:31"
476428,"Work Completed","APH-Boiler","10/02/2023 09:15:00","2023-09-11 08:16:55","09/11/2023 08:16:00",1600030562,"3184 BOILER CLENAING & OVERHAUL    ","Payables","2023-09-11 00:00:00","2023-11-14 14:08:08"
476451,"Work Completed","AFP","09/27/2023 12:32:00","2023-09-11 11:08:17","10/17/2023 12:51:00",1600030377,"1024-35 Gas integrity test         ","Payables","2023-09-11 00:00:00","2023-11-01 16:52:38"
476483,"Work Completed","Repairs","09/18/2023 15:11:00","2023-09-11 13:26:07","09/18/2023 13:59:00",1600030411,"7002-court stip paint apt          ","Payables","2023-09-11 00:00:00","2023-11-08 09:32:29"
476542,"Work Completed","Repairs","10/16/2023 09:38:00","2023-09-12 10:02:29","10/16/2023 10:02:00",1600030597,"3506-4A-APARTMENT REPAIRS          ","Payables","2023-09-12 00:00:00","2023-11-20 09:03:57"
476588,"Work Completed","APH-Boiler","09/13/2023 12:13:00","2023-09-12 14:32:37","09/20/2023 12:18:00",1600030376,"1367-Sump-pump                     ","Payables","2023-09-12 00:00:00","2023-11-01 16:24:43"
476660,"Work Completed","Repairs","11/07/2023 13:37:00","2023-09-13 11:21:06","11/03/2023 11:21:00",1600030686,"7010-8k- counter top installation  ","Payables","2023-09-13 00:00:00","2023-12-14 08:32:49"
476714,"Work Completed","APH-Boiler","10/10/2023 13:51:00","2023-09-13 16:46:50","09/13/2023 16:46:00",1600030562,"1027-BOILER-BOILER LWCO            ","Payables","2023-09-13 00:00:00","2023-11-09 13:52:34"
476716,"Work Completed","Violation","01/30/2024 16:08:00","2023-09-13 16:57:05",,0,"1860-3K-NYCHA VIOL:0530626         ","Payables","2023-09-13 00:00:00","2024-01-30 16:16:28"
476742,"Work Completed","Repairs","10/04/2023 12:46:00","2023-09-14 09:58:08","10/04/2023 14:22:00",1600030559,"1833-7-hpd viol-paint unit         ","Payables","2023-09-14 00:00:00","2023-11-13 12:59:19"
476824,"Scheduled","Repairs",,"2023-09-14 17:12:01","09/14/2023 17:12:00",0,"637-4C 3-YEAR PAINT                ","Payables","2023-09-14 00:00:00","2024-01-24 11:11:32"
476842,"Work Completed","Repairs","11/13/2023 10:24:00","2023-09-15 10:29:38","11/13/2023 10:29:00",1600030654,"871-202-3 YEAR PAINT               ","Payables","2023-09-15 00:00:00","2023-12-01 15:24:13"
476906,"Work Completed","APH-Boiler",,"2023-09-18 09:42:11","09/18/2023 09:42:00",1600030562,"1182 - OIL HEATER                  ","Payables","2023-09-18 00:00:00","2023-11-14 14:12:41"
476909,"Work Completed","APH-Boiler",,"2023-09-18 09:46:10","09/18/2023 09:46:00",1600030600,"1002 - OIL CONVERSION              ","Payables","2023-09-18 00:00:00","2023-11-18 23:02:37"
476917,"Work Completed","Repairs","10/06/2023 16:27:00","2023-09-18 10:22:49","10/06/2023 10:22:00",1600030597,"1092-HALLWAYS CEILING NEEDS REPAIR ","Payables","2023-09-18 00:00:00","2023-11-17 16:28:59"
476967,"Work Completed","Supplies","09/18/2023 11:26:00","2023-09-18 11:49:21","01/31/2024 11:26:56",1600031048,"Supplies - outdoor paint           ","Payables","2023-09-18 00:00:00","2024-01-31 11:26:56"
476973,"Work Completed","Repairs","11/17/2023 15:38:00","2023-09-18 11:56:14","10/23/2023 11:57:00",1600030597,"1024-1-3 YEAR PAINT                ","Payables","2023-09-18 00:00:00","2023-11-17 15:39:06"
476976,"Work Completed","APH-Plumbing",,"2023-09-18 12:02:15","09/18/2023 12:02:00",1600030561,"3524- VAC -5D-PLUMBING             ","Payables","2023-09-18 00:00:00","2023-11-14 13:39:55"
476987,"Work Completed","Repairs","09/20/2023 14:39:00","2023-09-18 13:50:15","09/20/2023 13:50:00",1600030559,"3525-5B BATH REPAIRS               ","Payables","2023-09-18 00:00:00","2023-11-13 11:42:15"
477036,"Work Completed","Repairs","01/26/2024 12:10:00","2023-09-19 09:35:35","02/15/2024 12:11:16",1600031116,"3651/2E/VAC/REPAIRS                ","Payables","2023-09-19 00:00:00","2024-02-15 12:11:16"
477046,"Work Completed","Repairs","10/03/2023 13:00:00","2023-09-19 09:57:46","10/03/2023 13:00:00",1600030559,"1831-6-court stip-bathroom repairs ","Payables","2023-09-19 00:00:00","2023-11-13 13:05:45"
477088,"Work Completed","Repairs","10/25/2023 16:09:00","2023-09-19 11:45:56","09/25/2023 11:45:00",1600030597,"3508-2B-KITCHEN REPAIRS            ","Payables","2023-09-19 00:00:00","2023-11-17 16:11:17"
477099,"Work Completed","APH-Plumbing","11/09/2023 14:54:00","2023-09-19 12:16:55","09/19/2023 12:16:00",1600030561,"1063-1O-TOILET PLUMBING            ","Payables","2023-09-19 00:00:00","2023-11-09 15:07:34"
477140,"Work Completed","Supplies","12/12/2023 09:23:00","2023-09-19 16:02:30","09/19/2023 16:02:00",1600030687,"1181-B3-COUNTERTOP                 ","Payables","2023-09-19 00:00:00","2023-12-13 09:23:55"
477148,"Work Completed","Repairs","12/26/2023 12:12:00","2023-09-20 07:35:28","12/26/2023 12:38:00",1600030951,"1059/3B/VAC/CABINETS INSTALLATION  ","Payables","2023-09-20 00:00:00","2024-01-11 14:30:04"
477182,"Work Completed","Supplies","09/28/2023 09:09:00","2023-09-20 11:07:50","09/20/2023 11:07:00",1600030374,"3651-44-SUPPLIES                   ","Payables","2023-09-20 00:00:00","2023-11-01 16:24:12"
477185,"Work Completed","Repairs","10/19/2023 16:36:00","2023-09-20 11:15:49","10/19/2023 11:15:00",1600030597,"1861-1b- 3 year paint              ","Payables","2023-09-20 00:00:00","2023-11-17 16:37:46"
477191,"Work Completed","APH-Plumbing","09/25/2023 15:14:00","2023-09-20 11:28:22","09/25/2023 11:28:00",1600030375,"1087-2C BASEBOARD HOTWATER PIPE    ","Payables","2023-09-20 00:00:00","2023-11-01 11:03:53"
477242,"Work Completed","Repairs","10/06/2023 11:13:00","2023-09-20 15:34:35","10/06/2023 15:34:00",1600030559,"1006-2D-3 YEAR PAINT               ","Payables","2023-09-20 00:00:00","2023-11-13 11:44:25"
477251,"Work Completed","Repairs","10/04/2023 13:15:00","2023-09-21 08:41:32","10/04/2023 13:12:00",1600030559,"1021 - 2-0F Lead Abatement         ","Payables","2023-09-21 00:00:00","2023-11-14 07:51:37"
477262,"Work Completed","Repairs","12/19/2023 15:51:00","2023-09-21 09:37:08","12/19/2023 09:37:00",1600031116,"1711-5D-nycha violation repairs    ","Payables","2023-09-21 00:00:00","2024-02-07 15:01:01"
477267,"Work Completed","Repairs","10/09/2023 08:40:00","2023-09-21 10:13:20","10/09/2023 10:13:00",1600030559,"225-710-install cabinet for sink   ","Payables","2023-09-21 00:00:00","2023-11-14 08:40:43"
477277,"Work Completed","APH-Plumbing","12/14/2023 12:16:00","2023-09-21 10:55:23","12/14/2023 12:17:09",1600030688,"1081-4E-VIOL PLUMBING              ","Payables","2023-09-21 00:00:00","2023-12-14 12:17:09"
477278,"Work Completed","APH-Boiler","09/21/2023 19:54:00","2023-09-21 10:56:32","09/21/2023 10:56:00",1600030600,"1002-BOILER REPAIR 9-21-23         ","Payables","2023-09-21 00:00:00","2023-11-20 09:48:05"
477283,"Work Completed","Supplies",,"2023-09-21 11:26:35","09/21/2023 11:26:00",1600030374,"3655-BLDG SIGNAGE                  ","Payables","2023-09-21 00:00:00","2023-11-01 16:26:30"
