WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate
454498,1370,"4B","Work Completed","Supplies","2022-09-19 11:23:49",,"2022-11-07 09:31:00",1600028010,"2023-01-27 08:38:16",,,"1370-4B cabinets                   ",1,"05-02600        ","Sink Base 30",351,351,"2023-01-26 00:00:00"
461325,1370,"2G","Work Completed","Supplies","2023-01-05 14:24:58",,"2023-01-11 08:48:00",1600028010,"2023-01-27 08:38:16",,,"1370-2G Bedroom light fixture      ",1,"del             ","DELIVERY CHARGE",30,30,"2023-01-26 00:00:00"
461325,1370,"2G","Work Completed","Supplies","2023-01-05 14:24:58",,"2023-01-11 08:48:00",1600028010,"2023-01-27 08:38:16",,,"1370-2G Bedroom light fixture      ",2,"20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",39.15,78.3,"2023-01-26 00:00:00"
461325,1370,"2G","Work Completed","Supplies","2023-01-05 14:24:58",,"2023-01-11 08:48:00",1600028010,"2023-01-27 08:38:16",,,"1370-2G Bedroom light fixture      ",0,,":Tax Amount",0,0,"2023-01-26 00:00:00"
461171,1182,55,"Work Completed","Supplies","2023-01-04 08:58:58",,"2023-01-09 08:58:00",1600028010,"2023-01-27 08:38:16",,,"1182-55 VACANT/SUPPLIES(AMC)       ",0,,":Tax Amount",0,0,"2023-01-26 00:00:00"
462332,1182,55,"Work Completed","Supplies","2023-01-20 15:03:46",,"2023-01-25 15:03:00",1600028010,"2023-01-27 08:38:16",,,"1182-55 VACANT/BATHROOM SUPPLIES   ",0,,":Tax Amount",0,0,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",2,"10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)",20.96,41.92,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",4,"20-00561        ","GFI Outlets",15,60,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",0,,":Tax Amount",0,0,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",8,"20-00560        ","Duplex Outlets",1.5,12,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",8,"20-00810        ","Plate, Single wall toggle (white)",2.03,16.24,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",2,"40-00050        ","Ajax Cleanser 21oz",1.62,3.24,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",3,"40-03700        ","Battery, AAA 4 pack",4.91,14.73,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",3,"40-03600        ","Battery AA Duracell  4 pack",4.91,14.73,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",2,"40-04552        ","Deodorant, rain forest (5 gallon containers)",41.47,82.94,"2023-01-26 00:00:00"
461852,1053,"BLDG","Work Completed","Supplies","2023-01-13 10:17:49",,"2023-01-18 08:38:00",1600028010,"2023-01-27 08:38:16",,,"1053 - Bldg - supplies 1-13-23     ",2,"30-01350        ","TAPE- DUCT",5.74,11.48,"2023-01-26 00:00:00"
461560,1370,"BOILER","Work Completed","Oil","2023-01-10 09:07:20",,"2023-01-10 09:07:00",1600028011,"2023-01-27 09:19:29",,,"1370-BOILER CLEANING/OVERHAUL      ",0,,":Tax Amount",0,0,"2023-01-26 00:00:00"
461757,2042,3,"Work Completed","Plumbing","2023-01-12 10:08:51",,"2023-01-12 10:08:00",1600028012,"2023-01-27 09:32:16",,,"2042-3-Tub Backed Up               ",1,"plumbing        ","PLUMBING SERVICES",650,650,"2023-01-26 00:00:00"
461085,1021,"1-3B","Work Completed","Plumbing","2023-01-03 10:10:13",,"2023-01-03 10:10:00",1600028012,"2023-01-27 09:32:16",,,"1021-1-3B-PLUMBING                 ",1,"plumbing        ","PLUMBING SERVICES",570,570,"2023-01-26 00:00:00"
459723,1704,"1C","Work Completed","Supplies","2022-12-07 07:09:41",,"2022-12-29 16:45:00",1600028034,"2023-02-03 10:51:14",,,"1704/1C/VAC/CABINETS               ",1,"05-02200        ","Countertop 78",419.3,419.3,"2023-01-31 00:00:00"
462711,1182,7,"Work Completed","Supplies","2023-01-26 14:32:48",,"2023-01-27 14:32:00",1600028034,"2023-02-03 10:51:14",,,"1182-7 VACANT/SUPPLIES (AMC)       ",1,"30-00400        ","Paint, #160 5 gallon (white)",148.5,148.5,"2023-01-31 00:00:00"
462711,1182,7,"Work Completed","Supplies","2023-01-26 14:32:48",,"2023-01-27 14:32:00",1600028034,"2023-02-03 10:51:14",,,"1182-7 VACANT/SUPPLIES (AMC)       ",1,"del             ","DELIVERY CHARGE",30,30,"2023-01-31 00:00:00"
462711,1182,7,"Work Completed","Supplies","2023-01-26 14:32:48",,"2023-01-27 14:32:00",1600028034,"2023-02-03 10:51:14",,,"1182-7 VACANT/SUPPLIES (AMC)       ",1,"40-05650        ","Medicine Cabinet",45.23,45.23,"2023-01-31 00:00:00"
462711,1182,7,"Work Completed","Supplies","2023-01-26 14:32:48",,"2023-01-27 14:32:00",1600028034,"2023-02-03 10:51:14",,,"1182-7 VACANT/SUPPLIES (AMC)       ",1,"40-07200        ","Toilet,Seat (white)",11.61,11.61,"2023-01-31 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",3,"40-00450        ","Bags, Recycle Clear 55 Gallon",35.96,107.88,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",8,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,300,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",6,"40-03850        ","Bleach, 1 gallon",4.89,29.34,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",6,"40-00250        ","Ammonia, 1 gallon",5.72,34.32,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",3,"40-00350        ","Bags, Recycle Blue 55 gallon",35.53,106.59,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",3,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,43.53,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",3,"40-07100        ","Tape, Teflon",1.25,3.75,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",1,"40-05560        ","Lobby Dust Pan ( black )",26.8,26.8,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",1,"10-03800        ","Screws, Sheetrock 6 x 1 -5/8 COARSE",6.75,6.75,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",1,"10-03900        ","Screws, Sheetrock 8 x 2-1/2 COARSE",5.39,5.39,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",3,"40-04551        ","Deodorant, lavender (5 gallon containers)",41.47,124.41,"2023-02-28 00:00:00"
465231,1026,"BLDG","Work Completed","Supplies","2023-02-27 14:02:24",,"2023-02-28 09:13:00",1600028245,"2023-03-09 18:08:30","02/28/2023 09:13:00",,"1026-Bldg supplies                 ",3,"40-06950        ","Tape Electrical",1.5,4.5,"2023-02-28 00:00:00"
465330,1370,"1B","Work Completed","Supplies","2023-02-28 15:24:04",,"2023-03-01 09:32:00",1600028245,"2023-03-09 18:08:30","03/01/2023 09:32:00",,"1370-1B Vacant supplies            ",1,"40-04240        ","Alarm, carbon monoxide/smoke electric",53.93,53.93,"2023-02-28 00:00:00"
465330,1370,"1B","Work Completed","Supplies","2023-02-28 15:24:04",,"2023-03-01 09:32:00",1600028245,"2023-03-09 18:08:30","03/01/2023 09:32:00",,"1370-1B Vacant supplies            ",1,"40-05625        ","Mailbox Locks 5 - Cam",9.25,9.25,"2023-02-28 00:00:00"
465384,2060,"2063-4A","Work Completed","Repairs","2023-03-01 10:30:13",,"2023-03-07 14:36:00",1600028325,"2023-03-21 17:06:47","03/07/2023 15:46:00",,"2063-4A-post electrical repairs    ",15,345             ,"SQFT    Repair the wall in bedroom #1 with sheetrock",5.75,86.25,"2023-03-21 00:00:00"
465950,1367,"BLDG","Work Completed","Supplies","2023-03-08 16:14:37",,"2023-03-10 14:13:00",1600028326,"2023-03-21 17:18:28","03/10/2023 14:13:00",,"1367-Bldg Supplies                 ",10,"35-02050        ","Toilet Tank Handles",3.25,32.5,"2023-03-21 00:00:00"
465419,1370,"1B","Work Completed","Supplies","2023-03-01 14:30:55",,"2023-03-06 08:14:00",1600028326,"2023-03-21 17:18:28","03/06/2023 08:14:00",,"1370-1B                            ",1,"40-07200        ","Toilet,Seat (white)",11.61,11.61,"2023-03-21 00:00:00"
465943,1026,"BLDG","Work Completed","Supplies","2023-03-08 15:27:13",,"2023-03-09 09:11:00",1600028326,"2023-03-21 17:18:28","03/09/2023 09:11:00",,"1026-Bldg Supplies                 ",2,"35-01375        ","Shower Head ( water saving) plastic",5.39,10.78,"2023-03-21 00:00:00"
466262,3501,"BLDG","Work Completed","Supplies","2023-03-14 20:00:50",,"2023-03-16 14:10:00",1600028326,"2023-03-21 17:18:28","03/16/2023 14:10:00",,"3501-bldg-supplies                 ",1,"40-00350        ","Bags, Recycle Blue 55 gallon",35.53,35.53,"2023-03-21 00:00:00"
466262,3501,"BLDG","Work Completed","Supplies","2023-03-14 20:00:50",,"2023-03-16 14:10:00",1600028326,"2023-03-21 17:18:28","03/16/2023 14:10:00",,"3501-bldg-supplies                 ",2,"40-07100        ","Tape, Teflon",1.25,2.5,"2023-03-21 00:00:00"
466262,3501,"BLDG","Work Completed","Supplies","2023-03-14 20:00:50",,"2023-03-16 14:10:00",1600028326,"2023-03-21 17:18:28","03/16/2023 14:10:00",,"3501-bldg-supplies                 ",2,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,29.02,"2023-03-21 00:00:00"
466262,3501,"BLDG","Work Completed","Supplies","2023-03-14 20:00:50",,"2023-03-16 14:10:00",1600028326,"2023-03-21 17:18:28","03/16/2023 14:10:00",,"3501-bldg-supplies                 ",4,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,150,"2023-03-21 00:00:00"
466262,3501,"BLDG","Work Completed","Supplies","2023-03-14 20:00:50",,"2023-03-16 14:10:00",1600028326,"2023-03-21 17:18:28","03/16/2023 14:10:00",,"3501-bldg-supplies                 ",4,"40-03850        ","Bleach, 1 gallon",4.89,19.56,"2023-03-21 00:00:00"
466267,1022,"6F","Work Completed","Repairs","2023-03-15 08:43:17",,"2023-03-16 15:09:00",1600028393,"2023-03-29 10:36:54","03/16/2023 15:09:00",,"1022 - 6F - NYCHA BR Ceiling Rep   ",1,335             ,"Scrape, plaster, paint the complete bedroom #1 ceiling",150,150,"2023-03-29 00:00:00"
465403,1027,"4F","Work Completed","Repairs","2023-03-01 12:37:48",,"2023-03-08 10:24:00",1600028393,"2023-03-29 10:36:54","03/23/2023 13:15:00",,"1027-4F -  Shower Wall Repair      ",55,257             ,"SQ.FT. Demo tile bathroom wall",3.3,181.5,"2023-03-29 00:00:00"
465403,1027,"4F","Work Completed","Repairs","2023-03-01 12:37:48",,"2023-03-08 10:24:00",1600028393,"2023-03-29 10:36:54","03/23/2023 13:15:00",,"1027-4F -  Shower Wall Repair      ",1,245             ,"Scrape, plaster ,paint the complete bathroom ceiling",135,135,"2023-03-29 00:00:00"
462756,3500,22,"Work Completed","Supplies","2023-01-27 10:58:19",,"2023-03-26 15:20:00",1600028442,"2023-04-05 17:48:42","03/26/2023 15:22:00",,"3500-22-cabinets                   ",1,"05-02600        ","Sink Base 30",351,351,"2023-03-31 00:00:00"
461737,5034,34,"Scheduled","Supplies","2023-01-11 16:40:35",,"2023-01-11 16:40:00",0,,,,"5034-34-BATTERY COMBO              ",0,,"(BATTERY OPERATED^)",0,0,
461737,5034,34,"Scheduled","Supplies","2023-01-11 16:40:35",,"2023-01-11 16:40:00",0,,,,"5034-34-BATTERY COMBO              ",2,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",53.93,107.86,
462577,1440,"5G","Canceled","Repairs","2023-01-25 10:19:56",,,0,,,,"1440-5G-ANNUAL-REPAIRS             ",110,110             ,"SQFT   Install a new kitchen floor using underlayment and VCT.",9.3,1023,
465394,1088,"7R","Scheduled","Repairs","2023-03-01 11:04:07",,"2023-03-01 11:06:00",0,,,,"1088- 7R-PAINT REPAIRS             ",1,385             ,"Scrape, plaster, paint the complete bedroom #1",325,325,
465474,1264,"2B","Canceled","Supplies","2023-03-02 10:37:46",,"2023-03-02 10:37:00",0,,,,"1264-2B-SUPPLIES-DOOR              ",0,001             ,"DELIVERY",0,0,
465474,1264,"2B","Canceled","Supplies","2023-03-02 10:37:46",,"2023-03-02 10:37:00",0,,,,"1264-2B-SUPPLIES-DOOR              ",1,"10-00700        ","Pre hung door 32x80",296.33,296.33,
461664,1088,"4N","Scheduled","Supplies","2023-01-11 09:34:16",,"2023-01-11 09:34:16",0,,,,"1088-4N VIOLATION/COMBO ALARMS     ",1,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",53.93,53.93,
