WONumber,Category,BriefDesc,ItemCode,ItemDesc,Qty,UnitPrice,TotalAmt,CompleteDate,ExpenseType,Client,Vendor
472510,"Supplies","1182/apt52/Cabinets                ","05-02530        ","Toe Kick",2,59.4,118.8,"2023-09-19 09:27:00","Payables","83 POST AVENUE ASSOCIATES LLC, 685 ACADEMY STREET","ALLTYPE MAINTENANCE CORP."
472510,"Supplies","1182/apt52/Cabinets                ","05-02500        ","Countertop (Custom)priced per order",1,580.75,580.75,"2023-09-19 09:27:00","Payables","83 POST AVENUE ASSOCIATES LLC, 685 ACADEMY STREET","ALLTYPE MAINTENANCE CORP."
473543,"APH-Boiler","1365 BOILER CLEANING/OVERHAUL      ","75-10107        ","Grease Cut",1,32,32,"2023-09-06 14:23:00","Payables","LEMLE REALTY CORP., 2094 CRESTON AVENUE","ALLTYPE MAINTENANCE CORP."
473543,"APH-Boiler","1365 BOILER CLEANING/OVERHAUL      ","35-00310        ","Roll 2"" Flat Gasket",0.5,120,60,"2023-09-06 14:23:00","Payables","LEMLE REALTY CORP., 2094 CRESTON AVENUE","ALLTYPE MAINTENANCE CORP."
473543,"APH-Boiler","1365 BOILER CLEANING/OVERHAUL      ","35-00430        ","Gasket Rope",0.5,130,65,"2023-09-06 14:23:00","Payables","LEMLE REALTY CORP., 2094 CRESTON AVENUE","ALLTYPE MAINTENANCE CORP."
473543,"APH-Boiler","1365 BOILER CLEANING/OVERHAUL      ","35-00254        ","High Strength Adhesive Spray",1,18,18,"2023-09-06 14:23:00","Payables","LEMLE REALTY CORP., 2094 CRESTON AVENUE","ALLTYPE MAINTENANCE CORP."
473543,"APH-Boiler","1365 BOILER CLEANING/OVERHAUL      ","35-00290        ","Spray Cans",4,18,72,"2023-09-06 14:23:00","Payables","LEMLE REALTY CORP., 2094 CRESTON AVENUE","ALLTYPE MAINTENANCE CORP."
473548,"APH-Boiler","3508 BOILER CLEANING/ OVERHAUL     ","75-10107        ","Grease Cut",1,32,32,"2023-09-13 14:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 357 EAST 150TH STREET","ALLTYPE MAINTENANCE CORP."
473548,"APH-Boiler","3508 BOILER CLEANING/ OVERHAUL     ","35-00254        ","High Strength Adhesive Spray",1,18,18,"2023-09-13 14:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 357 EAST 150TH STREET","ALLTYPE MAINTENANCE CORP."
473548,"APH-Boiler","3508 BOILER CLEANING/ OVERHAUL     ","35-00310        ","Roll 2"" Flat Gasket",0.5,120,60,"2023-09-13 14:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 357 EAST 150TH STREET","ALLTYPE MAINTENANCE CORP."
473548,"APH-Boiler","3508 BOILER CLEANING/ OVERHAUL     ","35-00430        ","Gasket Rope",0.5,130,65,"2023-09-13 14:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 357 EAST 150TH STREET","ALLTYPE MAINTENANCE CORP."
473548,"APH-Boiler","3508 BOILER CLEANING/ OVERHAUL     ","35-00255        ","Oil Filter Bags",1,18,18,"2023-09-13 14:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 357 EAST 150TH STREET","ALLTYPE MAINTENANCE CORP."
473548,"APH-Boiler","3508 BOILER CLEANING/ OVERHAUL     ","75-10119        ","B-Strainer",1,48,48,"2023-09-13 14:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 357 EAST 150TH STREET","ALLTYPE MAINTENANCE CORP."
473548,"APH-Boiler","3508 BOILER CLEANING/ OVERHAUL     ","35-00290        ","Spray Cans",6,18,108,"2023-09-13 14:08:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 357 EAST 150TH STREET","ALLTYPE MAINTENANCE CORP."
474766,"APH-Plumbing","1055-4F-PLUMBING                   ","36-00500        ","DELTA 520 MPU LAV FAUCET       DEL520MPU",1,175.61,175.61,"2023-09-05 13:00:00","Payables","HAF EDGECOMBE ASSOCIATES LP, 128-136 EDGECOMBE AVENUE","ALLTYPE MAINTENANCE CORP."
474766,"APH-Plumbing","1055-4F-PLUMBING                   ","36-00400        ","DEEP CUP STRAINER SS-112       TUBDEEP",1,21.6,21.6,"2023-09-05 13:00:00","Payables","HAF EDGECOMBE ASSOCIATES LP, 128-136 EDGECOMBE AVENUE","ALLTYPE MAINTENANCE CORP."
474851,"Supplies","1087-4A-VIOLATION SUPPLIES         ","20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",1,13.5,13.5,"2023-09-21 15:59:00","Payables","651 SOUTHERN ASSOCIATES, LP, 651 SOUTHERN BLVD.","ALLTYPE MAINTENANCE CORP."
474851,"Supplies","1087-4A-VIOLATION SUPPLIES         ","35-01000        ","Toilet Fill Valve- hunter - A400 Fluidmaster",1,12.72,12.72,"2023-09-21 15:59:00","Payables","651 SOUTHERN ASSOCIATES, LP, 651 SOUTHERN BLVD.","ALLTYPE MAINTENANCE CORP."
474851,"Supplies","1087-4A-VIOLATION SUPPLIES         ","40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",1,60,60,"2023-09-21 15:59:00","Payables","651 SOUTHERN ASSOCIATES, LP, 651 SOUTHERN BLVD.","ALLTYPE MAINTENANCE CORP."
474874,"Supplies","1087-BLDG ALL BLDG SIGN            ","37-00100        ","ALL BUILDING SIGN",1,38,38,"2023-09-19 09:52:00","Payables","651 SOUTHERN ASSOCIATES, LP, 651 SOUTHERN BLVD.","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-04200        ","Wall Cab 33/30",1,293.25,293.25,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-03400        ","Wall cab 18/30",1,184,184,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-04000        ","Wall Cab 30/18",1,192.05,192.05,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-03600        ","Wall Cab 24/18",2,171.35,342.7,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-04301        ","Wall Cab 33/18",1,207,207,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-00300        ","Base Cabinet 18",2,264.5,529,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-02700        ","Sink Base 33",1,369.9,369.9,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-02530        ","Toe Kick",2,59.4,118.8,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475243,"Supplies","1860/3B/VAC/CABINETS               ","05-02700        ","Sink Base 33",1,369.9,369.9,"2023-09-21 14:45:00","Payables","AZURE HOLDINGS II LP, 226 WEST 144 STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-02800        ","Sink Base 36",1,388.8,388.8,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-00500        ","Base Cabinet 30",1,389.85,389.85,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-04400        ","Wall Cab 36/30",1,305.9,305.9,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-04100        ","Wall Cab 30/30",1,274.85,274.85,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-03950        ","Wall Cab 30/15",2,178.25,356.5,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-02550        ","Filler 3x84",1,116.1,116.1,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-02530        ","Toe Kick",1,59.4,59.4,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475343,"Supplies","1054 - 3B - Vacancy Kit Cabinets   ","05-02100        ","Countertop 72",1,361.3,361.3,"2023-09-19 09:23:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475384,"Supplies","1055-2-3R-CABINETS                 ","05-00350        ","Base Cabinet 21",1,285.2,285.2,"2023-09-13 15:08:00","Payables","HAF EDGECOMBE ASSOCIATES LP, 128-136 EDGECOMBE AVENUE","ALLTYPE MAINTENANCE CORP."
475384,"Supplies","1055-2-3R-CABINETS                 ","05-00100        ","12'' BASE CABINET",2,224.25,448.5,"2023-09-13 15:08:00","Payables","HAF EDGECOMBE ASSOCIATES LP, 128-136 EDGECOMBE AVENUE","ALLTYPE MAINTENANCE CORP."
475384,"Supplies","1055-2-3R-CABINETS                 ","05-02600        ","Sink Base 30",1,351,351,"2023-09-13 15:08:00","Payables","HAF EDGECOMBE ASSOCIATES LP, 128-136 EDGECOMBE AVENUE","ALLTYPE MAINTENANCE CORP."
475384,"Supplies","1055-2-3R-CABINETS                 ","05-02530        ","Toe Kick",1,59.4,59.4,"2023-09-13 15:08:00","Payables","HAF EDGECOMBE ASSOCIATES LP, 128-136 EDGECOMBE AVENUE","ALLTYPE MAINTENANCE CORP."
475384,"Supplies","1055-2-3R-CABINETS                 ","05-02500        ","Countertop (Custom)priced per order",1,425,425,"2023-09-13 15:08:00","Payables","HAF EDGECOMBE ASSOCIATES LP, 128-136 EDGECOMBE AVENUE","ALLTYPE MAINTENANCE CORP."
475689,"APH-Plumbing","1029 - 1-B20 - Loose Toilet leaking","36-01450        ","DEEP WAX GASKET       TAKWAXD",1,7.18,7.18,"2023-09-06 15:17:00","Payables","75-89 WADSWORTH ASSOCIATES LLC, 75-89 WADSWORTH TERRACE","ALLTYPE MAINTENANCE CORP."
475689,"APH-Plumbing","1029 - 1-B20 - Loose Toilet leaking","36-01650        ","Johni Bolt       HERJOHN",1,6.07,6.07,"2023-09-06 15:17:00","Payables","75-89 WADSWORTH ASSOCIATES LLC, 75-89 WADSWORTH TERRACE","ALLTYPE MAINTENANCE CORP."
475703,"APH-Plumbing","1028-6H-Shut off Valve Repair      ","36-01150        ","3/4 WATTS LEVER HANDLE GAS COCK       VLVLHGC07",1,11.46,11.46,"2023-09-11 16:44:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
475703,"APH-Plumbing","1028-6H-Shut off Valve Repair      ","36-01200        ","48"" GAS CONNECTOR CSSC14-48       CON48",1,22.21,22.21,"2023-09-11 16:44:00","Payables","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","ALLTYPE MAINTENANCE CORP."
475711,"APH-Plumbing","3527-3B-PLUMBING                   ","36-00500        ","DELTA 520 MPU LAV FAUCET       DEL520MPU",1,175.61,175.61,"2023-09-01 09:54:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 660 ST. ANNS AVENUE","ALLTYPE MAINTENANCE CORP."
475716,"Supplies","3540-2H-SLAB DOOR                  ","10-00650        ","SLAB DOOR - 30X80",1,95,95,"2023-09-01 10:19:00","Payables","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1033-1037 AVENUE SAINT JOHN","ALLTYPE MAINTENANCE CORP."
475743,"Supplies","3005-bldg-paint supply             ","30-00450        ","Paint, Battleship Grey 5 Gal.",2,260,520,"2023-09-01 10:21:00","Payables","2017 MORRIS AVENUE OWNER LLC, 2017 MORRIS AVENUE","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","35-00060        ","DELTA SINGLE LEVER KITCHEN FAUCET #100-DST",1,140,140,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","40-00600        ","Bags, Garbage 23x17x46 Regular",10,37.5,375,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","40-03850        ","Bleach, 1 gallon",6,4.89,29.34,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","10-03900        ","Screws, Sheetrock 8 x 2-1/2 COARSE",1,5.39,5.39,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","10-04000        ","Screws, Sheetrock 3'' COARSE",1,5.39,5.39,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","40-05900        ","Mop, Head 24 oz",4,4.13,16.52,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","40-04551        ","Deodorant, lavender (5 gallon containers)",4,43.9,175.6,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","10-01300        ","Lock, Privacy",2,7.8,15.6,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475750,"Supplies","1107-BLDG-SUPPLIES                 ","50-02600        ","Tile, VCT 1/8TARKETT #1824 'SAND CASTLE'",2,95,190,"2023-09-01 10:20:00","Payables","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-01400        ","Sink, Stainless Steel 25",1,66,66,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-00060        ","DELTA SINGLE LEVER KITCHEN FAUCET #100-DST",1,140,140,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-01390        ","Shut Off Valves 1/2"" x 3/8"" Angle",2,6.7,13.4,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-00700        ","Bathroom Deck Faucet 43-431",1,147.83,147.83,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-00200        ","Duo Strainers",1,6.5,6.5,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-01375        ","Shower Head ( water saving) plastic",1,5.39,5.39,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-01376        ","Shower Rod 5 ft Straight w/ends",1,7.95,7.95,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",6,13.5,81,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","50-02600        ","Tile, VCT 1/8TARKETT #1824 'SAND CASTLE'",2,95,190,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","10-00100        ","Adhesive Glue VCT 1 gallon",1,31.64,31.64,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","10-01300        ","Lock, Privacy",2,7.8,15.6,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","30-00400        ","Paint, #160 5 gallon (white)",2,162,324,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","40-05650        ","Medicine Cabinet",1,45.23,45.23,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-01000        ","Toilet Fill Valve- hunter - A400 Fluidmaster",1,12.72,12.72,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","35-02079        ","19 X 25 COMBO SINK/ VANITY",1,337,337,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","50-02400        ","Tile, Toothbrush Holder",1,10.73,10.73,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
475802,"Supplies","1054 - 3B - Vacancy Supplies       ","20-01100        ","FIXTURE, BATHROOM WALL",1,18.25,18.25,"2023-09-01 10:16:00","Payables","KAMOL ASSOCIATES LP, 509 WEST 179TH STREET","ALLTYPE MAINTENANCE CORP."
